Shipment_ID,Order_ID,Shipment_Date,Delivery_Date,Delivery_Time
SHIP00481,ORD00481,2026-04-16,2026-04-19,72
SHIP00482,ORD00482,2026-06-17,2026-06-22,120
SHIP00483,ORD00483,2026-01-29,2026-02-06,192
SHIP00484,ORD00484,2026-02-12,2026-02-18,144
SHIP00485,ORD00485,2025-05-23,2025-06-01,216
SHIP00486,ORD00486,2025-03-08,2025-03-19,264
SHIP00487,ORD00487,2026-05-19,2026-05-30,264
SHIP00488,ORD00488,2024-09-11,2024-09-20,216
SHIP00489,ORD00489,2024-07-20,2024-07-29,216
SHIP00490,ORD00490,2025-08-19,2025-08-26,168
SHIP00491,ORD00491,2025-01-23,2025-02-04,288
SHIP00492,ORD00492,2024-08-14,2024-08-24,240
SHIP00493,ORD00493,2025-03-25,2025-04-01,168
SHIP00494,ORD00494,2025-09-20,2025-09-26,144
SHIP00495,ORD00495,2025-08-21,2025-08-27,144
SHIP00496,ORD00496,2025-05-06,2025-05-14,192
SHIP00497,ORD00497,2024-07-21,2024-07-28,168
SHIP00498,ORD00498,2026-03-26,2026-03-29,72
SHIP00499,ORD00499,2026-05-10,2026-05-15,120
SHIP00500,ORD00500,2026-06-11,2026-06-12,24
SHIP00501,ORD00501,2025-05-06,2025-05-13,168
SHIP00502,ORD00502,2025-04-20,2025-04-30,240
SHIP00503,ORD00503,2025-04-02,2025-04-03,24
SHIP00504,ORD00504,2026-04-01,2026-04-12,264
SHIP00505,ORD00505,2025-12-18,2025-12-21,72
SHIP00506,ORD00506,2026-07-04,2026-07-13,216
SHIP00507,ORD00507,2025-07-08,2025-07-10,48
SHIP00508,ORD00508,2024-07-29,2024-08-06,192
SHIP00509,ORD00509,2026-06-24,2026-07-03,216
SHIP00510,ORD00510,2026-05-12,2026-05-17,120
SHIP00511,ORD00511,2025-02-21,2025-02-24,72
SHIP00512,ORD00512,2025-12-20,2025-12-28,192
SHIP00513,ORD00513,2024-11-28,2024-12-06,192
SHIP00514,ORD00514,2025-10-07,2025-10-09,48
SHIP00515,ORD00515,2025-01-12,2025-01-17,120
SHIP00516,ORD00516,2024-10-18,2024-10-23,120
SHIP00517,ORD00517,2025-08-11,2025-08-20,216
SHIP00518,ORD00518,2026-07-09,2026-07-19,240
SHIP00519,ORD00519,2025-05-10,2025-05-17,168
SHIP00520,ORD00520,2025-05-05,2025-05-07,48
SHIP00521,ORD00521,2024-12-30,2025-01-04,120
SHIP00522,ORD00522,2025-04-15,2025-04-20,120
SHIP00523,ORD00523,2026-02-13,2026-02-22,216
SHIP00524,ORD00524,2026-05-20,2026-05-21,24
SHIP00525,ORD00525,2025-08-11,2025-08-21,240
SHIP00526,ORD00526,2026-07-09,2026-07-15,144
SHIP00527,ORD00527,2025-08-16,2025-08-20,96
SHIP00528,ORD00528,2025-03-09,2025-03-19,240
SHIP00529,ORD00529,2025-04-15,2025-04-22,168
SHIP00530,ORD00530,2024-12-02,2024-12-08,144
SHIP00531,ORD00531,2025-06-07,2025-06-12,120
SHIP00532,ORD00532,2025-07-24,2025-08-01,192
SHIP00533,ORD00533,2025-05-26,2025-05-28,48
SHIP00534,ORD00534,2025-05-28,2025-06-04,168
SHIP00535,ORD00535,2024-09-08,2024-09-09,24
SHIP00536,ORD00536,2025-10-11,2025-10-14,72
SHIP00537,ORD00537,2024-12-25,2024-12-26,24
SHIP00538,ORD00538,2026-04-09,2026-04-21,288
SHIP00539,ORD00539,2026-05-22,2026-05-28,144
SHIP00540,ORD00540,2026-02-05,2026-02-06,24
SHIP00541,ORD00541,2024-09-25,2024-09-27,48
SHIP00542,ORD00542,2026-04-07,2026-04-16,216
SHIP00543,ORD00543,2025-04-13,2025-04-22,216
SHIP00544,ORD00544,2026-04-04,2026-04-14,240
SHIP00545,ORD00545,2025-08-04,2025-08-05,24
SHIP00546,ORD00546,2025-02-07,2025-02-11,96
SHIP00547,ORD00547,2026-01-21,2026-01-22,24
SHIP00548,ORD00548,2026-02-22,2026-03-04,240
SHIP00549,ORD00549,2026-01-11,2026-01-15,96
SHIP00550,ORD00550,2025-06-04,2025-06-11,168
SHIP00551,ORD00551,2025-04-08,2025-04-15,168
SHIP00552,ORD00552,2026-03-09,2026-03-19,240
SHIP00553,ORD00553,2024-09-16,2024-09-17,24
SHIP00554,ORD00554,2026-03-06,2026-03-11,120
SHIP00555,ORD00555,2025-01-04,2025-01-09,120
SHIP00556,ORD00556,2026-02-08,2026-02-10,48
SHIP00557,ORD00557,2025-04-27,2025-05-06,216
SHIP00558,ORD00558,2025-12-22,2025-12-26,96
SHIP00559,ORD00559,2025-01-31,2025-02-10,240
SHIP00560,ORD00560,2024-09-02,2024-09-12,240
SHIP00561,ORD00561,2024-11-15,2024-11-24,216
SHIP00562,ORD00562,2025-07-05,2025-07-07,48
SHIP00563,ORD00563,2024-07-29,2024-08-02,96
SHIP00564,ORD00564,2025-10-09,2025-10-11,48
SHIP00565,ORD00565,2025-06-19,2025-06-23,96
SHIP00566,ORD00566,2026-07-11,2026-07-21,240
SHIP00567,ORD00567,2025-11-09,2025-11-15,144
SHIP00568,ORD00568,2025-01-28,2025-01-31,72
SHIP00569,ORD00569,2025-09-08,2025-09-11,72
SHIP00570,ORD00570,2024-12-15,2024-12-26,264
SHIP00571,ORD00571,2025-06-26,2025-07-01,120
SHIP00572,ORD00572,2025-10-06,2025-10-17,264
SHIP00573,ORD00573,2026-05-19,2026-05-20,24
SHIP00574,ORD00574,2025-07-15,2025-07-16,24
SHIP00575,ORD00575,2024-07-27,2024-08-02,144
SHIP00576,ORD00576,2024-12-15,2024-12-22,168
SHIP00577,ORD00577,2025-06-27,2025-06-29,48
SHIP00578,ORD00578,2024-12-16,2024-12-24,192
SHIP00579,ORD00579,2025-03-01,2025-03-05,96
SHIP00580,ORD00580,2025-04-26,2025-05-04,192
SHIP00581,ORD00581,2024-11-04,2024-11-14,240
SHIP00582,ORD00582,2025-08-09,2025-08-11,48
SHIP00583,ORD00583,2024-12-29,2025-01-08,240
SHIP00584,ORD00584,2026-02-01,2026-02-05,96
SHIP00585,ORD00585,2024-12-02,2024-12-14,288
SHIP00586,ORD00586,2025-02-12,2025-02-13,24
SHIP00587,ORD00587,2025-10-20,2025-10-31,264
SHIP00588,ORD00588,2025-07-16,2025-07-19,72
SHIP00589,ORD00589,2025-11-23,2025-11-26,72
SHIP00590,ORD00590,2025-11-06,2025-11-16,240
SHIP00591,ORD00591,2025-07-01,2025-07-09,192
SHIP00592,ORD00592,2026-03-19,2026-03-28,216
SHIP00593,ORD00593,2024-11-25,2024-12-06,264
SHIP00594,ORD00594,2026-04-10,2026-04-22,288
SHIP00595,ORD00595,2025-01-18,2025-01-25,168
SHIP00596,ORD00596,2025-02-15,2025-02-21,144
SHIP00597,ORD00597,2025-01-30,2025-02-11,288
SHIP00598,ORD00598,2026-02-13,2026-02-25,288
SHIP00599,ORD00599,2025-11-08,2025-11-15,168
SHIP00600,ORD00600,2026-03-14,2026-03-20,144
SHIP00601,ORD00601,2024-08-10,2024-08-21,264
SHIP00602,ORD00602,2025-03-27,2025-03-30,72
SHIP00603,ORD00603,2025-05-25,2025-06-05,264
SHIP00604,ORD00604,2026-02-26,2026-03-01,72
SHIP00605,ORD00605,2026-02-09,2026-02-20,264
SHIP00606,ORD00606,2026-05-10,2026-05-12,48
SHIP00607,ORD00607,2025-11-14,2025-11-23,216
SHIP00608,ORD00608,2025-02-20,2025-02-27,168
SHIP00609,ORD00609,2025-07-26,2025-07-31,120
SHIP00610,ORD00610,2026-01-10,2026-01-14,96
SHIP00611,ORD00611,2025-10-29,2025-11-01,72
SHIP00612,ORD00612,2025-01-03,2025-01-12,216
SHIP00613,ORD00613,2024-12-20,2024-12-27,168
SHIP00614,ORD00614,2025-02-28,2025-03-07,168
SHIP00615,ORD00615,2024-10-31,2024-11-11,264
SHIP00616,ORD00616,2024-08-27,2024-09-06,240
SHIP00617,ORD00617,2026-06-05,2026-06-09,96
SHIP00618,ORD00618,2025-06-06,2025-06-12,144
SHIP00619,ORD00619,2025-06-12,2025-06-13,24
SHIP00620,ORD00620,2024-07-31,2024-08-11,264
SHIP00621,ORD00621,2026-03-15,2026-03-23,192
SHIP00622,ORD00622,2025-12-07,2025-12-15,192
SHIP00623,ORD00623,2025-03-31,2025-04-08,192
SHIP00624,ORD00624,2026-04-18,2026-04-25,168
SHIP00625,ORD00625,2025-12-31,2026-01-01,24
SHIP00626,ORD00626,2026-03-25,2026-03-29,96
SHIP00627,ORD00627,2025-05-27,2025-06-04,192
SHIP00628,ORD00628,2026-04-03,2026-04-14,264
SHIP00629,ORD00629,2026-05-07,2026-05-11,96
SHIP00630,ORD00630,2025-03-08,2025-03-17,216
SHIP00631,ORD00631,2024-08-07,2024-08-16,216
SHIP00632,ORD00632,2024-08-18,2024-08-22,96
SHIP00633,ORD00633,2025-06-20,2025-07-02,288
SHIP00634,ORD00634,2024-10-17,2024-10-22,120
SHIP00635,ORD00635,2024-11-12,2024-11-16,96
SHIP00636,ORD00636,2025-02-15,2025-02-19,96
SHIP00637,ORD00637,2025-04-25,2025-04-28,72
SHIP00638,ORD00638,2025-03-20,2025-03-23,72
SHIP00639,ORD00639,2025-07-08,2025-07-18,240
SHIP00640,ORD00640,2025-02-27,2025-03-09,240
SHIP00641,ORD00641,2024-08-02,2024-08-12,240
SHIP00642,ORD00642,2024-12-12,2024-12-13,24
SHIP00643,ORD00643,2025-07-05,2025-07-17,288
SHIP00644,ORD00644,2025-03-22,2025-04-01,240
SHIP00645,ORD00645,2024-11-24,2024-11-28,96
SHIP00646,ORD00646,2025-07-10,2025-07-19,216
SHIP00647,ORD00647,2026-06-12,2026-06-20,192
SHIP00648,ORD00648,2025-04-14,2025-04-15,24
SHIP00649,ORD00649,2025-08-24,2025-08-28,96
SHIP00650,ORD00650,2025-02-23,2025-03-03,192
SHIP00651,ORD00651,2025-08-10,2025-08-15,120
SHIP00652,ORD00652,2024-10-14,2024-10-26,288
SHIP00653,ORD00653,2026-04-07,2026-04-08,24
SHIP00654,ORD00654,2024-11-21,2024-11-26,120
SHIP00655,ORD00655,2025-04-01,2025-04-06,120
SHIP00656,ORD00656,2026-05-30,2026-06-08,216
SHIP00657,ORD00657,2024-12-27,2025-01-05,216
SHIP00658,ORD00658,2025-04-09,2025-04-17,192
SHIP00659,ORD00659,2025-05-23,2025-05-27,96
SHIP00660,ORD00660,2025-06-14,2025-06-19,120
SHIP00661,ORD00661,2024-09-25,2024-10-06,264
SHIP00662,ORD00662,2024-08-28,2024-09-03,144
SHIP00663,ORD00663,2026-07-02,2026-07-03,24
SHIP00664,ORD00664,2025-01-30,2025-02-03,96
SHIP00665,ORD00665,2025-12-16,2025-12-21,120
SHIP00666,ORD00666,2025-08-07,2025-08-09,48
SHIP00667,ORD00667,2024-12-20,2024-12-23,72
SHIP00668,ORD00668,2025-11-25,2025-12-04,216
SHIP00669,ORD00669,2024-11-23,2024-11-27,96
SHIP00670,ORD00670,2024-09-11,2024-09-18,168
SHIP00671,ORD00671,2024-10-04,2024-10-10,144
SHIP00672,ORD00672,2024-08-06,2024-08-12,144
SHIP00673,ORD00673,2026-01-19,2026-01-24,120
SHIP00674,ORD00674,2025-07-02,2025-07-04,48
SHIP00675,ORD00675,2025-01-12,2025-01-20,192
SHIP00676,ORD00676,2026-02-21,2026-02-26,120
SHIP00677,ORD00677,2026-04-19,2026-04-25,144
SHIP00678,ORD00678,2024-11-09,2024-11-18,216
SHIP00679,ORD00679,2026-06-09,2026-06-13,96
SHIP00680,ORD00680,2024-10-23,2024-10-31,192
SHIP00681,ORD00681,2024-10-25,2024-11-05,264
SHIP00682,ORD00682,2024-09-19,2024-09-21,48
SHIP00683,ORD00683,2024-09-11,2024-09-19,192
SHIP00684,ORD00684,2025-06-11,2025-06-19,192
SHIP00685,ORD00685,2025-06-30,2025-07-11,264
SHIP00686,ORD00686,2024-11-22,2024-12-04,288
SHIP00687,ORD00687,2025-01-01,2025-01-04,72
SHIP00688,ORD00688,2026-04-15,2026-04-27,288
SHIP00689,ORD00689,2025-11-03,2025-11-14,264
SHIP00690,ORD00690,2024-12-18,2024-12-20,48
SHIP00691,ORD00691,2025-09-22,2025-09-28,144
SHIP00692,ORD00692,2025-05-28,2025-06-07,240
SHIP00693,ORD00693,2026-05-02,2026-05-07,120
SHIP00694,ORD00694,2026-01-23,2026-02-01,216
SHIP00695,ORD00695,2024-08-26,2024-09-03,192
SHIP00696,ORD00696,2025-07-23,2025-08-04,288
SHIP00697,ORD00697,2025-12-19,2025-12-30,264
SHIP00698,ORD00698,2025-03-15,2025-03-25,240
SHIP00699,ORD00699,2026-06-10,2026-06-19,216
SHIP00700,ORD00700,2025-06-23,2025-07-05,288
SHIP00701,ORD00701,2025-11-11,2025-11-22,264
SHIP00702,ORD00702,2026-02-15,2026-02-24,216
SHIP00703,ORD00703,2025-03-27,2025-04-02,144
SHIP00704,ORD00704,2025-08-08,2025-08-20,288
SHIP00705,ORD00705,2026-02-27,2026-03-07,192
SHIP00706,ORD00706,2024-10-21,2024-10-29,192
SHIP00707,ORD00707,2024-09-15,2024-09-26,264
SHIP00708,ORD00708,2025-01-12,2025-01-13,24
SHIP00709,ORD00709,2025-09-16,2025-09-22,144
SHIP00710,ORD00710,2024-10-29,2024-11-09,264
SHIP00711,ORD00711,2026-01-14,2026-01-24,240
SHIP00712,ORD00712,2026-04-10,2026-04-13,72
SHIP00713,ORD00713,2024-09-27,2024-10-04,168
SHIP00714,ORD00714,2025-01-31,2025-02-06,144
SHIP00715,ORD00715,2024-07-25,2024-08-04,240
SHIP00716,ORD00716,2026-06-25,2026-06-28,72
SHIP00717,ORD00717,2026-03-18,2026-03-28,240
SHIP00718,ORD00718,2026-01-16,2026-01-23,168
SHIP00719,ORD00719,2025-04-15,2025-04-21,144
SHIP00720,ORD00720,2025-08-09,2025-08-12,72
SHIP00721,ORD00721,2024-11-22,2024-12-02,240
SHIP00722,ORD00722,2026-01-28,2026-01-29,24
SHIP00723,ORD00723,2026-05-31,2026-06-06,144
SHIP00724,ORD00724,2024-10-04,2024-10-07,72
SHIP00725,ORD00725,2025-09-16,2025-09-17,24
SHIP00726,ORD00726,2025-08-03,2025-08-09,144
SHIP00727,ORD00727,2024-12-02,2024-12-05,72
SHIP00728,ORD00728,2026-06-04,2026-06-09,120
SHIP00729,ORD00729,2024-09-26,2024-10-05,216
SHIP00730,ORD00730,2025-11-04,2025-11-10,144
SHIP00731,ORD00731,2025-11-01,2025-11-12,264
SHIP00732,ORD00732,2026-06-28,2026-07-08,240
SHIP00733,ORD00733,2026-02-19,2026-02-21,48
SHIP00734,ORD00734,2025-06-12,2025-06-18,144
SHIP00735,ORD00735,2026-03-04,2026-03-15,264
SHIP00736,ORD00736,2024-09-03,2024-09-06,72
SHIP00737,ORD00737,2025-10-21,2025-10-29,192
SHIP00738,ORD00738,2024-09-08,2024-09-15,168
SHIP00739,ORD00739,2026-02-23,2026-02-24,24
SHIP00740,ORD00740,2024-08-16,2024-08-25,216
SHIP00741,ORD00741,2025-10-05,2025-10-16,264
SHIP00742,ORD00742,2026-05-17,2026-05-23,144
SHIP00743,ORD00743,2024-11-29,2024-12-05,144
SHIP00744,ORD00744,2024-08-11,2024-08-13,48
SHIP00745,ORD00745,2024-09-08,2024-09-11,72
SHIP00746,ORD00746,2025-10-26,2025-10-30,96
SHIP00747,ORD00747,2024-10-16,2024-10-22,144
SHIP00748,ORD00748,2025-02-05,2025-02-07,48
SHIP00749,ORD00749,2025-04-27,2025-04-28,24
SHIP00750,ORD00750,2025-10-04,2025-10-12,192
SHIP00751,ORD00751,2026-05-08,2026-05-13,120
SHIP00752,ORD00752,2026-06-19,2026-06-24,120
SHIP00753,ORD00753,2024-07-16,2024-07-26,240
SHIP00754,ORD00754,2026-03-13,2026-03-22,216
SHIP00755,ORD00755,2024-07-22,2024-07-29,168
SHIP00756,ORD00756,2025-05-29,2025-06-02,96
SHIP00757,ORD00757,2025-05-02,2025-05-06,96
SHIP00758,ORD00758,2026-06-17,2026-06-27,240
SHIP00759,ORD00759,2026-07-12,2026-07-22,240
SHIP00760,ORD00760,2024-10-08,2024-10-15,168
SHIP00761,ORD00761,2025-12-31,2026-01-12,288
SHIP00762,ORD00762,2025-06-23,2025-07-01,192
SHIP00763,ORD00763,2026-07-08,2026-07-17,216
SHIP00764,ORD00764,2025-05-27,2025-05-29,48
SHIP00765,ORD00765,2024-09-11,2024-09-14,72
SHIP00766,ORD00766,2025-07-13,2025-07-23,240
SHIP00767,ORD00767,2025-04-03,2025-04-09,144
SHIP00768,ORD00768,2025-04-02,2025-04-14,288
SHIP00769,ORD00769,2025-08-20,2025-08-25,120
SHIP00770,ORD00770,2026-05-27,2026-05-29,48
SHIP00771,ORD00771,2025-07-23,2025-07-29,144
SHIP00772,ORD00772,2026-02-06,2026-02-15,216
SHIP00773,ORD00773,2024-07-17,2024-07-23,144
SHIP00774,ORD00774,2026-02-20,2026-03-03,264
SHIP00775,ORD00775,2026-07-02,2026-07-06,96
SHIP00776,ORD00776,2025-02-05,2025-02-14,216
SHIP00777,ORD00777,2025-02-05,2025-02-09,96
SHIP00778,ORD00778,2025-07-29,2025-08-08,240
SHIP00779,ORD00779,2025-08-18,2025-08-23,120
SHIP00780,ORD00780,2025-06-04,2025-06-14,240
SHIP00781,ORD00781,2024-08-27,2024-09-07,264
SHIP00782,ORD00782,2026-05-04,2026-05-16,288
SHIP00783,ORD00783,2026-02-13,2026-02-25,288
SHIP00784,ORD00784,2026-04-25,2026-05-03,192
SHIP00785,ORD00785,2025-09-29,2025-10-08,216
SHIP00786,ORD00786,2025-06-17,2025-06-27,240
SHIP00787,ORD00787,2026-03-09,2026-03-19,240
SHIP00788,ORD00788,2024-08-17,2024-08-22,120
SHIP00789,ORD00789,2025-07-08,2025-07-15,168
SHIP00790,ORD00790,2024-09-10,2024-09-18,192
SHIP00791,ORD00791,2025-09-24,2025-09-29,120
SHIP00792,ORD00792,2026-01-22,2026-01-23,24
SHIP00793,ORD00793,2025-08-22,2025-09-03,288
SHIP00794,ORD00794,2024-11-16,2024-11-23,168
SHIP00795,ORD00795,2024-11-20,2024-11-26,144
SHIP00796,ORD00796,2024-11-11,2024-11-13,48
SHIP00797,ORD00797,2024-11-05,2024-11-07,48
SHIP00798,ORD00798,2025-07-14,2025-07-19,120
SHIP00799,ORD00799,2026-05-02,2026-05-05,72
SHIP00800,ORD00800,2025-06-13,2025-06-24,264
SHIP00801,ORD00801,2026-06-18,2026-06-21,72
SHIP00802,ORD00802,2025-10-17,2025-10-19,48
SHIP00803,ORD00803,2026-07-13,2026-07-19,144
SHIP00804,ORD00804,2025-11-25,2025-12-02,168
SHIP00805,ORD00805,2024-12-31,2025-01-05,120
SHIP00806,ORD00806,2025-12-18,2025-12-30,288
SHIP00807,ORD00807,2025-06-26,2025-07-08,288
SHIP00808,ORD00808,2025-03-24,2025-04-03,240
SHIP00809,ORD00809,2025-06-28,2025-07-08,240
SHIP00810,ORD00810,2025-08-09,2025-08-11,48
SHIP00811,ORD00811,2024-07-16,2024-07-28,288
SHIP00812,ORD00812,2026-05-21,2026-05-28,168
SHIP00813,ORD00813,2026-02-24,2026-02-28,96
SHIP00814,ORD00814,2026-05-28,2026-06-07,240
SHIP00815,ORD00815,2026-06-07,2026-06-19,288
SHIP00816,ORD00816,2025-04-21,2025-04-24,72
SHIP00817,ORD00817,2026-01-06,2026-01-15,216
SHIP00818,ORD00818,2025-12-09,2025-12-18,216
SHIP00819,ORD00819,2025-09-27,2025-10-04,168
SHIP00820,ORD00820,2026-01-23,2026-01-28,120
SHIP00821,ORD00821,2025-07-27,2025-08-05,216
SHIP00822,ORD00822,2025-03-24,2025-03-26,48
SHIP00823,ORD00823,2025-11-29,2025-12-01,48
SHIP00824,ORD00824,2025-04-22,2025-04-28,144
SHIP00825,ORD00825,2025-08-10,2025-08-15,120
SHIP00826,ORD00826,2025-08-05,2025-08-17,288
SHIP00827,ORD00827,2026-04-16,2026-04-20,96
SHIP00828,ORD00828,2024-12-01,2024-12-10,216
SHIP00829,ORD00829,2025-03-03,2025-03-12,216
SHIP00830,ORD00830,2025-08-14,2025-08-21,168
SHIP00831,ORD00831,2025-10-09,2025-10-18,216
SHIP00832,ORD00832,2025-01-31,2025-02-07,168
SHIP00833,ORD00833,2025-04-23,2025-05-05,288
SHIP00834,ORD00834,2025-04-14,2025-04-15,24
SHIP00835,ORD00835,2025-03-13,2025-03-19,144
SHIP00836,ORD00836,2025-10-20,2025-10-21,24
SHIP00837,ORD00837,2025-12-01,2025-12-08,168
SHIP00838,ORD00838,2026-07-12,2026-07-24,288
SHIP00839,ORD00839,2025-09-24,2025-09-30,144
SHIP00840,ORD00840,2025-09-04,2025-09-09,120
SHIP00841,ORD00841,2024-07-28,2024-07-30,48
SHIP00842,ORD00842,2024-12-31,2025-01-06,144
SHIP00843,ORD00843,2026-05-28,2026-06-05,192
SHIP00844,ORD00844,2026-04-06,2026-04-12,144
SHIP00845,ORD00845,2024-12-27,2025-01-03,168
SHIP00846,ORD00846,2024-10-02,2024-10-11,216
SHIP00847,ORD00847,2025-10-10,2025-10-22,288
SHIP00848,ORD00848,2026-02-06,2026-02-16,240
SHIP00849,ORD00849,2025-07-01,2025-07-08,168
SHIP00850,ORD00850,2025-04-09,2025-04-16,168
SHIP00851,ORD00851,2025-02-13,2025-02-15,48
SHIP00852,ORD00852,2024-10-07,2024-10-17,240
SHIP00853,ORD00853,2025-05-16,2025-05-21,120
SHIP00854,ORD00854,2026-05-07,2026-05-10,72
SHIP00855,ORD00855,2025-07-11,2025-07-12,24
SHIP00856,ORD00856,2025-12-05,2025-12-17,288
SHIP00857,ORD00857,2025-02-15,2025-02-25,240
SHIP00858,ORD00858,2025-12-22,2026-01-01,240
SHIP00859,ORD00859,2025-07-03,2025-07-13,240
SHIP00860,ORD00860,2026-03-26,2026-04-07,288
SHIP00861,ORD00861,2025-05-04,2025-05-12,192
SHIP00862,ORD00862,2026-05-11,2026-05-19,192
SHIP00863,ORD00863,2025-05-08,2025-05-09,24
SHIP00864,ORD00864,2025-09-16,2025-09-28,288
SHIP00865,ORD00865,2025-11-18,2025-11-23,120
SHIP00866,ORD00866,2026-01-30,2026-02-02,72
SHIP00867,ORD00867,2025-08-07,2025-08-13,144
SHIP00868,ORD00868,2026-01-01,2026-01-11,240
SHIP00869,ORD00869,2025-08-15,2025-08-17,48
SHIP00870,ORD00870,2025-04-28,2025-05-02,96
SHIP00871,ORD00871,2024-09-14,2024-09-20,144
SHIP00872,ORD00872,2025-09-10,2025-09-15,120
SHIP00873,ORD00873,2024-08-20,2024-08-21,24
SHIP00874,ORD00874,2025-06-16,2025-06-20,96
SHIP00875,ORD00875,2025-05-31,2025-06-03,72
SHIP00876,ORD00876,2024-10-10,2024-10-17,168
SHIP00877,ORD00877,2026-03-10,2026-03-17,168
SHIP00878,ORD00878,2026-04-06,2026-04-13,168
SHIP00879,ORD00879,2025-12-12,2025-12-24,288
SHIP00880,ORD00880,2025-01-13,2025-01-20,168
SHIP00881,ORD00881,2025-06-01,2025-06-10,216
SHIP00882,ORD00882,2025-02-14,2025-02-25,264
SHIP00883,ORD00883,2024-12-16,2024-12-21,120
SHIP00884,ORD00884,2026-03-30,2026-04-05,144
SHIP00885,ORD00885,2025-03-21,2025-03-25,96
SHIP00886,ORD00886,2025-03-07,2025-03-10,72
SHIP00887,ORD00887,2025-07-06,2025-07-09,72
SHIP00888,ORD00888,2025-05-08,2025-05-20,288
SHIP00889,ORD00889,2026-01-26,2026-02-07,288
SHIP00890,ORD00890,2025-05-25,2025-05-28,72
SHIP00891,ORD00891,2025-02-26,2025-03-07,216
SHIP00892,ORD00892,2024-09-22,2024-10-02,240
SHIP00893,ORD00893,2025-04-26,2025-05-07,264
SHIP00894,ORD00894,2026-04-28,2026-05-02,96
SHIP00895,ORD00895,2025-07-01,2025-07-05,96
SHIP00896,ORD00896,2025-04-15,2025-04-18,72
SHIP00897,ORD00897,2026-06-05,2026-06-14,216
SHIP00898,ORD00898,2026-04-12,2026-04-17,120
SHIP00899,ORD00899,2025-06-11,2025-06-23,288
SHIP00900,ORD00900,2025-07-07,2025-07-19,288
SHIP00901,ORD00901,2025-04-28,2025-05-10,288
SHIP00902,ORD00902,2024-09-13,2024-09-24,264
SHIP00903,ORD00903,2024-12-19,2024-12-31,288
SHIP00904,ORD00904,2025-12-19,2025-12-20,24
SHIP00905,ORD00905,2025-01-10,2025-01-19,216
SHIP00906,ORD00906,2026-04-24,2026-04-27,72
SHIP00907,ORD00907,2024-11-24,2024-12-03,216
SHIP00908,ORD00908,2024-08-26,2024-09-06,264
SHIP00909,ORD00909,2026-06-09,2026-06-12,72
SHIP00910,ORD00910,2026-05-01,2026-05-09,192
SHIP00911,ORD00911,2026-05-28,2026-06-08,264
SHIP00912,ORD00912,2025-06-05,2025-06-16,264
SHIP00913,ORD00913,2026-04-26,2026-05-02,144
SHIP00914,ORD00914,2025-05-21,2025-05-24,72
SHIP00915,ORD00915,2026-05-05,2026-05-10,120
SHIP00916,ORD00916,2025-12-21,2025-12-31,240
SHIP00917,ORD00917,2025-09-09,2025-09-12,72
SHIP00918,ORD00918,2025-05-27,2025-06-02,144
SHIP00919,ORD00919,2025-06-15,2025-06-20,120
SHIP00920,ORD00920,2025-06-03,2025-06-15,288
SHIP00921,ORD00921,2025-09-18,2025-09-20,48
SHIP00922,ORD00922,2024-07-22,2024-08-03,288
SHIP00923,ORD00923,2026-03-07,2026-03-16,216
SHIP00924,ORD00924,2024-10-21,2024-10-28,168
SHIP00925,ORD00925,2025-03-13,2025-03-15,48
SHIP00926,ORD00926,2026-05-20,2026-05-22,48
SHIP00927,ORD00927,2025-11-30,2025-12-05,120
SHIP00928,ORD00928,2026-01-19,2026-01-20,24
SHIP00929,ORD00929,2026-04-16,2026-04-17,24
SHIP00930,ORD00930,2025-10-03,2025-10-06,72
SHIP00931,ORD00931,2024-09-22,2024-09-24,48
SHIP00932,ORD00932,2025-12-28,2026-01-03,144
SHIP00933,ORD00933,2024-09-10,2024-09-12,48
SHIP00934,ORD00934,2026-06-27,2026-07-08,264
SHIP00935,ORD00935,2025-05-14,2025-05-21,168
SHIP00936,ORD00936,2026-06-10,2026-06-18,192
SHIP00937,ORD00937,2026-04-10,2026-04-13,72
SHIP00938,ORD00938,2025-11-11,2025-11-17,144
SHIP00939,ORD00939,2025-01-09,2025-01-18,216
SHIP00940,ORD00940,2026-05-29,2026-05-31,48
SHIP00941,ORD00941,2026-06-19,2026-06-23,96
SHIP00942,ORD00942,2024-11-25,2024-12-07,288
SHIP00943,ORD00943,2025-08-09,2025-08-21,288
SHIP00944,ORD00944,2026-07-02,2026-07-13,264
SHIP00945,ORD00945,2025-10-10,2025-10-22,288
SHIP00946,ORD00946,2024-11-02,2024-11-12,240
SHIP00947,ORD00947,2025-01-10,2025-01-11,24
SHIP00948,ORD00948,2024-10-09,2024-10-20,264
SHIP00949,ORD00949,2026-02-17,2026-02-18,24
SHIP00950,ORD00950,2025-09-11,2025-09-16,120
SHIP00951,ORD00951,2025-03-22,2025-04-03,288
SHIP00952,ORD00952,2025-06-17,2025-06-26,216
SHIP00953,ORD00953,2025-03-21,2025-03-26,120
SHIP00954,ORD00954,2025-01-15,2025-01-20,120
SHIP00955,ORD00955,2025-10-19,2025-10-26,168
SHIP00956,ORD00956,2025-03-06,2025-03-10,96
SHIP00957,ORD00957,2025-07-10,2025-07-13,72
SHIP00958,ORD00958,2026-02-07,2026-02-08,24
SHIP00959,ORD00959,2024-10-03,2024-10-09,144
SHIP00960,ORD00960,2026-02-12,2026-02-21,216
SHIP00961,ORD00961,2025-11-18,2025-11-25,168
