Target_ID,Shipment_ID,Disruption_Status
TAR00888,SHIP00888,No
TAR00889,SHIP00889,Yes
TAR00890,SHIP00890,No
TAR00891,SHIP00891,No
TAR00892,SHIP00892,Yes
TAR00893,SHIP00893,No
TAR00894,SHIP00894,No
TAR00895,SHIP00895,Yes
TAR00896,SHIP00896,No
TAR00897,SHIP00897,No
TAR00898,SHIP00898,Yes
TAR00899,SHIP00899,No
TAR00900,SHIP00900,No
TAR00901,SHIP00901,No
TAR00902,SHIP00902,No
TAR00903,SHIP00903,No
TAR00904,SHIP00904,No
TAR00905,SHIP00905,No
TAR00906,SHIP00906,No
TAR00907,SHIP00907,Yes
TAR00908,SHIP00908,No
TAR00909,SHIP00909,No
TAR00910,SHIP00910,No
TAR00911,SHIP00911,No
TAR00912,SHIP00912,No
TAR00913,SHIP00913,No
TAR00914,SHIP00914,No
TAR00915,SHIP00915,Yes
TAR00916,SHIP00916,Yes
TAR00917,SHIP00917,No
TAR00918,SHIP00918,Yes
TAR00919,SHIP00919,No
TAR00920,SHIP00920,No
TAR00921,SHIP00921,No
TAR00922,SHIP00922,Yes
TAR00923,SHIP00923,No
TAR00924,SHIP00924,No
TAR00925,SHIP00925,No
TAR00926,SHIP00926,No
TAR00927,SHIP00927,Yes
TAR00928,SHIP00928,No
TAR00929,SHIP00929,Yes
TAR00930,SHIP00930,No
TAR00931,SHIP00931,Yes
TAR00932,SHIP00932,No
TAR00933,SHIP00933,Yes
TAR00934,SHIP00934,No
TAR00935,SHIP00935,Yes
TAR00936,SHIP00936,Yes
TAR00937,SHIP00937,No
TAR00938,SHIP00938,Yes
TAR00939,SHIP00939,No
TAR00940,SHIP00940,No
TAR00941,SHIP00941,No
TAR00942,SHIP00942,No
TAR00943,SHIP00943,Yes
TAR00944,SHIP00944,Yes
TAR00945,SHIP00945,Yes
TAR00946,SHIP00946,No
TAR00947,SHIP00947,No
TAR00948,SHIP00948,Yes
TAR00949,SHIP00949,Yes
TAR00950,SHIP00950,Yes
TAR00951,SHIP00951,No
TAR00952,SHIP00952,Yes
TAR00953,SHIP00953,Yes
TAR00954,SHIP00954,No
TAR00955,SHIP00955,No
TAR00956,SHIP00956,No
TAR00957,SHIP00957,No
TAR00958,SHIP00958,No
TAR00959,SHIP00959,Yes
TAR00960,SHIP00960,No
TAR00961,SHIP00961,No
TAR00962,SHIP00962,No
TAR00963,SHIP00963,No
TAR00964,SHIP00964,No
TAR00965,SHIP00965,No
TAR00966,SHIP00966,Yes
TAR00967,SHIP00967,No
TAR00968,SHIP00968,No
TAR00969,SHIP00969,Yes
TAR00970,SHIP00970,No
TAR00971,SHIP00971,Yes
TAR00972,SHIP00972,No
TAR00973,SHIP00973,No
TAR00974,SHIP00974,No
TAR00975,SHIP00975,No
TAR00976,SHIP00976,No
TAR00977,SHIP00977,Yes
TAR00978,SHIP00978,No
TAR00979,SHIP00979,Yes
TAR00980,SHIP00980,No
TAR00981,SHIP00981,Yes
TAR00982,SHIP00982,No
TAR00983,SHIP00983,No
TAR00984,SHIP00984,No
TAR00985,SHIP00985,Yes
TAR00986,SHIP00986,Yes
TAR00987,SHIP00987,Yes
TAR00988,SHIP00988,Yes
TAR00989,SHIP00989,Yes
TAR00990,SHIP00990,No
TAR00991,SHIP00991,No
TAR00992,SHIP00992,No
TAR00993,SHIP00993,Yes
TAR00994,SHIP00994,No
TAR00995,SHIP00995,Yes
TAR00996,SHIP00996,No
TAR00997,SHIP00997,No
TAR00998,SHIP00998,Yes
TAR00999,SHIP00999,No
TAR01000,SHIP01000,Yes
TAR01001,SHIP01001,No
TAR01002,SHIP01002,No
TAR01003,SHIP01003,Yes
TAR01004,SHIP01004,No
TAR01005,SHIP01005,No
TAR01006,SHIP01006,No
TAR01007,SHIP01007,No
TAR01008,SHIP01008,Yes
TAR01009,SHIP01009,Yes
TAR01010,SHIP01010,No
TAR01011,SHIP01011,No
TAR01012,SHIP01012,Yes
TAR01013,SHIP01013,Yes
TAR01014,SHIP01014,No
TAR01015,SHIP01015,No
TAR01016,SHIP01016,No
TAR01017,SHIP01017,No
TAR01018,SHIP01018,No
TAR01019,SHIP01019,No
TAR01020,SHIP01020,Yes
TAR01021,SHIP01021,No
TAR01022,SHIP01022,Yes
TAR01023,SHIP01023,No
TAR01024,SHIP01024,No
TAR01025,SHIP01025,No
TAR01026,SHIP01026,Yes
TAR01027,SHIP01027,Yes
TAR01028,SHIP01028,Yes
TAR01029,SHIP01029,No
TAR01030,SHIP01030,Yes
TAR01031,SHIP01031,No
TAR01032,SHIP01032,No
TAR01033,SHIP01033,No
TAR01034,SHIP01034,No
TAR01035,SHIP01035,No
TAR01036,SHIP01036,No
TAR01037,SHIP01037,Yes
TAR01038,SHIP01038,No
TAR01039,SHIP01039,No
TAR01040,SHIP01040,No
TAR01041,SHIP01041,Yes
TAR01042,SHIP01042,Yes
TAR01043,SHIP01043,No
TAR01044,SHIP01044,Yes
TAR01045,SHIP01045,No
TAR01046,SHIP01046,No
TAR01047,SHIP01047,No
TAR01048,SHIP01048,No
TAR01049,SHIP01049,No
TAR01050,SHIP01050,No
TAR01051,SHIP01051,Yes
TAR01052,SHIP01052,Yes
TAR01053,SHIP01053,Yes
TAR01054,SHIP01054,Yes
TAR01055,SHIP01055,No
TAR01056,SHIP01056,Yes
TAR01057,SHIP01057,Yes
TAR01058,SHIP01058,No
TAR01059,SHIP01059,No
TAR01060,SHIP01060,No
TAR01061,SHIP01061,Yes
TAR01062,SHIP01062,No
TAR01063,SHIP01063,No
TAR01064,SHIP01064,Yes
TAR01065,SHIP01065,No
TAR01066,SHIP01066,No
TAR01067,SHIP01067,No
TAR01068,SHIP01068,No
TAR01069,SHIP01069,Yes
TAR01070,SHIP01070,No
TAR01071,SHIP01071,No
TAR01072,SHIP01072,No
TAR01073,SHIP01073,Yes
TAR01074,SHIP01074,Yes
TAR01075,SHIP01075,Yes
TAR01076,SHIP01076,No
TAR01077,SHIP01077,No
TAR01078,SHIP01078,No
TAR01079,SHIP01079,Yes
TAR01080,SHIP01080,Yes
TAR01081,SHIP01081,No
TAR01082,SHIP01082,No
TAR01083,SHIP01083,No
TAR01084,SHIP01084,No
TAR01085,SHIP01085,Yes
TAR01086,SHIP01086,Yes
TAR01087,SHIP01087,Yes
TAR01088,SHIP01088,No
TAR01089,SHIP01089,No
TAR01090,SHIP01090,Yes
TAR01091,SHIP01091,No
TAR01092,SHIP01092,Yes
TAR01093,SHIP01093,No
TAR01094,SHIP01094,No
TAR01095,SHIP01095,No
TAR01096,SHIP01096,Yes
TAR01097,SHIP01097,Yes
TAR01098,SHIP01098,Yes
TAR01099,SHIP01099,Yes
TAR01100,SHIP01100,No
TAR01101,SHIP01101,No
TAR01102,SHIP01102,No
TAR01103,SHIP01103,Yes
TAR01104,SHIP01104,Yes
TAR01105,SHIP01105,No
TAR01106,SHIP01106,No
TAR01107,SHIP01107,Yes
TAR01108,SHIP01108,No
TAR01109,SHIP01109,No
TAR01110,SHIP01110,Yes
TAR01111,SHIP01111,Yes
TAR01112,SHIP01112,No
TAR01113,SHIP01113,No
TAR01114,SHIP01114,No
TAR01115,SHIP01115,No
TAR01116,SHIP01116,No
TAR01117,SHIP01117,No
TAR01118,SHIP01118,No
TAR01119,SHIP01119,No
TAR01120,SHIP01120,No
TAR01121,SHIP01121,No
TAR01122,SHIP01122,No
TAR01123,SHIP01123,No
TAR01124,SHIP01124,No
TAR01125,SHIP01125,Yes
TAR01126,SHIP01126,Yes
TAR01127,SHIP01127,No
TAR01128,SHIP01128,No
TAR01129,SHIP01129,No
TAR01130,SHIP01130,No
TAR01131,SHIP01131,Yes
TAR01132,SHIP01132,Yes
TAR01133,SHIP01133,Yes
TAR01134,SHIP01134,No
TAR01135,SHIP01135,No
TAR01136,SHIP01136,Yes
TAR01137,SHIP01137,No
TAR01138,SHIP01138,No
TAR01139,SHIP01139,No
TAR01140,SHIP01140,No
TAR01141,SHIP01141,Yes
TAR01142,SHIP01142,No
TAR01143,SHIP01143,No
TAR01144,SHIP01144,Yes
TAR01145,SHIP01145,No
TAR01146,SHIP01146,No
TAR01147,SHIP01147,No
TAR01148,SHIP01148,No
TAR01149,SHIP01149,Yes
TAR01150,SHIP01150,Yes
TAR01151,SHIP01151,Yes
TAR01152,SHIP01152,No
TAR01153,SHIP01153,Yes
TAR01154,SHIP01154,No
TAR01155,SHIP01155,No
TAR01156,SHIP01156,Yes
TAR01157,SHIP01157,No
TAR01158,SHIP01158,No
TAR01159,SHIP01159,Yes
TAR01160,SHIP01160,Yes
TAR01161,SHIP01161,Yes
TAR01162,SHIP01162,Yes
TAR01163,SHIP01163,Yes
TAR01164,SHIP01164,Yes
TAR01165,SHIP01165,Yes
TAR01166,SHIP01166,Yes
TAR01167,SHIP01167,Yes
TAR01168,SHIP01168,Yes
TAR01169,SHIP01169,No
TAR01170,SHIP01170,No
TAR01171,SHIP01171,No
TAR01172,SHIP01172,No
TAR01173,SHIP01173,Yes
TAR01174,SHIP01174,Yes
TAR01175,SHIP01175,No
TAR01176,SHIP01176,Yes
TAR01177,SHIP01177,No
TAR01178,SHIP01178,Yes
TAR01179,SHIP01179,No
TAR01180,SHIP01180,Yes
TAR01181,SHIP01181,Yes
TAR01182,SHIP01182,No
TAR01183,SHIP01183,No
TAR01184,SHIP01184,No
TAR01185,SHIP01185,No
TAR01186,SHIP01186,No
TAR01187,SHIP01187,Yes
TAR01188,SHIP01188,No
TAR01189,SHIP01189,Yes
TAR01190,SHIP01190,No
TAR01191,SHIP01191,Yes
TAR01192,SHIP01192,No
TAR01193,SHIP01193,No
TAR01194,SHIP01194,Yes
TAR01195,SHIP01195,No
TAR01196,SHIP01196,Yes
TAR01197,SHIP01197,No
TAR01198,SHIP01198,No
TAR01199,SHIP01199,No
TAR01200,SHIP01200,No
TAR01201,SHIP01201,No
TAR01202,SHIP01202,No
TAR01203,SHIP01203,Yes
TAR01204,SHIP01204,Yes
TAR01205,SHIP01205,Yes
TAR01206,SHIP01206,No
TAR01207,SHIP01207,No
TAR01208,SHIP01208,Yes
TAR01209,SHIP01209,No
TAR01210,SHIP01210,Yes
TAR01211,SHIP01211,No
TAR01212,SHIP01212,No
TAR01213,SHIP01213,No
TAR01214,SHIP01214,Yes
TAR01215,SHIP01215,No
TAR01216,SHIP01216,No
TAR01217,SHIP01217,No
TAR01218,SHIP01218,Yes
TAR01219,SHIP01219,No
TAR01220,SHIP01220,Yes
TAR01221,SHIP01221,No
TAR01222,SHIP01222,Yes
TAR01223,SHIP01223,Yes
TAR01224,SHIP01224,Yes
TAR01225,SHIP01225,Yes
TAR01226,SHIP01226,Yes
TAR01227,SHIP01227,Yes
TAR01228,SHIP01228,No
TAR01229,SHIP01229,No
TAR01230,SHIP01230,Yes
TAR01231,SHIP01231,Yes
TAR01232,SHIP01232,Yes
TAR01233,SHIP01233,Yes
TAR01234,SHIP01234,Yes
TAR01235,SHIP01235,Yes
TAR01236,SHIP01236,Yes
TAR01237,SHIP01237,No
TAR01238,SHIP01238,No
TAR01239,SHIP01239,Yes
TAR01240,SHIP01240,No
TAR01241,SHIP01241,No
TAR01242,SHIP01242,No
TAR01243,SHIP01243,Yes
TAR01244,SHIP01244,No
TAR01245,SHIP01245,Yes
TAR01246,SHIP01246,No
TAR01247,SHIP01247,No
TAR01248,SHIP01248,Yes
TAR01249,SHIP01249,No
TAR01250,SHIP01250,No
TAR01251,SHIP01251,No
TAR01252,SHIP01252,Yes
TAR01253,SHIP01253,Yes
TAR01254,SHIP01254,Yes
TAR01255,SHIP01255,No
TAR01256,SHIP01256,Yes
TAR01257,SHIP01257,Yes
TAR01258,SHIP01258,Yes
TAR01259,SHIP01259,Yes
TAR01260,SHIP01260,No
TAR01261,SHIP01261,No
TAR01262,SHIP01262,No
TAR01263,SHIP01263,Yes
TAR01264,SHIP01264,No
TAR01265,SHIP01265,No
TAR01266,SHIP01266,No
TAR01267,SHIP01267,Yes
TAR01268,SHIP01268,No
TAR01269,SHIP01269,No
TAR01270,SHIP01270,No
TAR01271,SHIP01271,Yes
TAR01272,SHIP01272,Yes
TAR01273,SHIP01273,Yes
TAR01274,SHIP01274,No
TAR01275,SHIP01275,Yes
TAR01276,SHIP01276,No
TAR01277,SHIP01277,No
TAR01278,SHIP01278,No
TAR01279,SHIP01279,Yes
TAR01280,SHIP01280,Yes
TAR01281,SHIP01281,Yes
TAR01282,SHIP01282,Yes
TAR01283,SHIP01283,No
TAR01284,SHIP01284,No
TAR01285,SHIP01285,No
TAR01286,SHIP01286,No
TAR01287,SHIP01287,Yes
TAR01288,SHIP01288,No
TAR01289,SHIP01289,Yes
TAR01290,SHIP01290,No
TAR01291,SHIP01291,Yes
TAR01292,SHIP01292,No
TAR01293,SHIP01293,Yes
TAR01294,SHIP01294,Yes
TAR01295,SHIP01295,Yes
TAR01296,SHIP01296,Yes
TAR01297,SHIP01297,No
TAR01298,SHIP01298,Yes
TAR01299,SHIP01299,Yes
TAR01300,SHIP01300,Yes
TAR01301,SHIP01301,No
TAR01302,SHIP01302,No
TAR01303,SHIP01303,No
TAR01304,SHIP01304,No
TAR01305,SHIP01305,No
TAR01306,SHIP01306,No
TAR01307,SHIP01307,Yes
TAR01308,SHIP01308,No
TAR01309,SHIP01309,No
TAR01310,SHIP01310,Yes
TAR01311,SHIP01311,No
TAR01312,SHIP01312,Yes
TAR01313,SHIP01313,No
TAR01314,SHIP01314,Yes
TAR01315,SHIP01315,Yes
TAR01316,SHIP01316,No
TAR01317,SHIP01317,No
TAR01318,SHIP01318,No
TAR01319,SHIP01319,No
TAR01320,SHIP01320,No
TAR01321,SHIP01321,No
TAR01322,SHIP01322,No
TAR01323,SHIP01323,Yes
TAR01324,SHIP01324,Yes
TAR01325,SHIP01325,No
TAR01326,SHIP01326,No
TAR01327,SHIP01327,No
TAR01328,SHIP01328,No
TAR01329,SHIP01329,No
TAR01330,SHIP01330,No
TAR01331,SHIP01331,No
TAR01332,SHIP01332,No
TAR01333,SHIP01333,Yes
TAR01334,SHIP01334,Yes
TAR01335,SHIP01335,Yes
TAR01336,SHIP01336,No
TAR01337,SHIP01337,Yes
TAR01338,SHIP01338,Yes
TAR01339,SHIP01339,No
TAR01340,SHIP01340,Yes
TAR01341,SHIP01341,No
TAR01342,SHIP01342,No
TAR01343,SHIP01343,Yes
TAR01344,SHIP01344,No
TAR01345,SHIP01345,No
TAR01346,SHIP01346,No
TAR01347,SHIP01347,Yes
TAR01348,SHIP01348,Yes
TAR01349,SHIP01349,No
TAR01350,SHIP01350,No
TAR01351,SHIP01351,Yes
TAR01352,SHIP01352,Yes
TAR01353,SHIP01353,No
TAR01354,SHIP01354,No
TAR01355,SHIP01355,No
TAR01356,SHIP01356,No
TAR01357,SHIP01357,No
TAR01358,SHIP01358,No
TAR01359,SHIP01359,Yes
TAR01360,SHIP01360,No
TAR01361,SHIP01361,No
TAR01362,SHIP01362,No
TAR01363,SHIP01363,Yes
TAR01364,SHIP01364,No
TAR01365,SHIP01365,No
TAR01366,SHIP01366,No
TAR01367,SHIP01367,No
TAR01368,SHIP01368,Yes
TAR01369,SHIP01369,Yes
TAR01370,SHIP01370,No
TAR01371,SHIP01371,No
TAR01372,SHIP01372,No
TAR01373,SHIP01373,No
TAR01374,SHIP01374,No
TAR01375,SHIP01375,Yes
TAR01376,SHIP01376,No
TAR01377,SHIP01377,No
TAR01378,SHIP01378,No
TAR01379,SHIP01379,No
TAR01380,SHIP01380,No
TAR01381,SHIP01381,No
TAR01382,SHIP01382,No
TAR01383,SHIP01383,Yes
TAR01384,SHIP01384,No
TAR01385,SHIP01385,Yes
TAR01386,SHIP01386,No
TAR01387,SHIP01387,Yes
TAR01388,SHIP01388,Yes
TAR01389,SHIP01389,No
TAR01390,SHIP01390,No
TAR01391,SHIP01391,No
TAR01392,SHIP01392,No
TAR01393,SHIP01393,No
TAR01394,SHIP01394,Yes
TAR01395,SHIP01395,No
TAR01396,SHIP01396,Yes
TAR01397,SHIP01397,Yes
TAR01398,SHIP01398,Yes
TAR01399,SHIP01399,No
TAR01400,SHIP01400,Yes
TAR01401,SHIP01401,Yes
TAR01402,SHIP01402,No
TAR01403,SHIP01403,No
TAR01404,SHIP01404,Yes
TAR01405,SHIP01405,Yes
TAR01406,SHIP01406,No
TAR01407,SHIP01407,Yes
TAR01408,SHIP01408,No
TAR01409,SHIP01409,No
TAR01410,SHIP01410,Yes
TAR01411,SHIP01411,No
TAR01412,SHIP01412,Yes
TAR01413,SHIP01413,No
TAR01414,SHIP01414,No
TAR01415,SHIP01415,Yes
TAR01416,SHIP01416,Yes
TAR01417,SHIP01417,Yes
TAR01418,SHIP01418,No
TAR01419,SHIP01419,Yes
TAR01420,SHIP01420,No
TAR01421,SHIP01421,Yes
TAR01422,SHIP01422,No
TAR01423,SHIP01423,Yes
TAR01424,SHIP01424,No
TAR01425,SHIP01425,No
TAR01426,SHIP01426,No
TAR01427,SHIP01427,Yes
TAR01428,SHIP01428,No
TAR01429,SHIP01429,No
TAR01430,SHIP01430,No
TAR01431,SHIP01431,No
TAR01432,SHIP01432,No
TAR01433,SHIP01433,Yes
TAR01434,SHIP01434,No
TAR01435,SHIP01435,No
TAR01436,SHIP01436,No
TAR01437,SHIP01437,Yes
TAR01438,SHIP01438,Yes
TAR01439,SHIP01439,No
TAR01440,SHIP01440,No
TAR01441,SHIP01441,Yes
TAR01442,SHIP01442,Yes
TAR01443,SHIP01443,Yes
TAR01444,SHIP01444,No
TAR01445,SHIP01445,No
TAR01446,SHIP01446,No
TAR01447,SHIP01447,Yes
TAR01448,SHIP01448,No
TAR01449,SHIP01449,No
TAR01450,SHIP01450,Yes
TAR01451,SHIP01451,Yes
TAR01452,SHIP01452,Yes
TAR01453,SHIP01453,Yes
TAR01454,SHIP01454,No
TAR01455,SHIP01455,No
TAR01456,SHIP01456,No
TAR01457,SHIP01457,No
TAR01458,SHIP01458,Yes
TAR01459,SHIP01459,Yes
TAR01460,SHIP01460,No
TAR01461,SHIP01461,Yes
TAR01462,SHIP01462,No
TAR01463,SHIP01463,No
TAR01464,SHIP01464,Yes
TAR01465,SHIP01465,Yes
TAR01466,SHIP01466,Yes
TAR01467,SHIP01467,No
TAR01468,SHIP01468,Yes
TAR01469,SHIP01469,Yes
TAR01470,SHIP01470,Yes
TAR01471,SHIP01471,Yes
TAR01472,SHIP01472,No
TAR01473,SHIP01473,Yes
TAR01474,SHIP01474,No
TAR01475,SHIP01475,No
TAR01476,SHIP01476,No
TAR01477,SHIP01477,No
TAR01478,SHIP01478,Yes
TAR01479,SHIP01479,No
TAR01480,SHIP01480,No
TAR01481,SHIP01481,No
TAR01482,SHIP01482,Yes
TAR01483,SHIP01483,No
TAR01484,SHIP01484,No
TAR01485,SHIP01485,Yes
TAR01486,SHIP01486,No
TAR01487,SHIP01487,Yes
TAR01488,SHIP01488,Yes
TAR01489,SHIP01489,No
TAR01490,SHIP01490,Yes
TAR01491,SHIP01491,Yes
TAR01492,SHIP01492,Yes
TAR01493,SHIP01493,No
TAR01494,SHIP01494,No
TAR01495,SHIP01495,Yes
TAR01496,SHIP01496,No
TAR01497,SHIP01497,Yes
TAR01498,SHIP01498,Yes
TAR01499,SHIP01499,Yes
TAR01500,SHIP01500,Yes
TAR01501,SHIP01501,Yes
TAR01502,SHIP01502,No
TAR01503,SHIP01503,Yes
TAR01504,SHIP01504,No
TAR01505,SHIP01505,Yes
TAR01506,SHIP01506,No
TAR01507,SHIP01507,Yes
TAR01508,SHIP01508,Yes
TAR01509,SHIP01509,No
TAR01510,SHIP01510,No
TAR01511,SHIP01511,No
TAR01512,SHIP01512,No
TAR01513,SHIP01513,Yes
TAR01514,SHIP01514,No
TAR01515,SHIP01515,No
TAR01516,SHIP01516,No
TAR01517,SHIP01517,Yes
TAR01518,SHIP01518,No
TAR01519,SHIP01519,No
TAR01520,SHIP01520,Yes
TAR01521,SHIP01521,No
TAR01522,SHIP01522,No
TAR01523,SHIP01523,No
TAR01524,SHIP01524,No
TAR01525,SHIP01525,No
TAR01526,SHIP01526,Yes
TAR01527,SHIP01527,No
TAR01528,SHIP01528,No
TAR01529,SHIP01529,No
TAR01530,SHIP01530,No
TAR01531,SHIP01531,Yes
TAR01532,SHIP01532,Yes
TAR01533,SHIP01533,No
TAR01534,SHIP01534,No
TAR01535,SHIP01535,No
TAR01536,SHIP01536,Yes
TAR01537,SHIP01537,Yes
TAR01538,SHIP01538,No
TAR01539,SHIP01539,No
TAR01540,SHIP01540,No
TAR01541,SHIP01541,Yes
TAR01542,SHIP01542,Yes
TAR01543,SHIP01543,Yes
TAR01544,SHIP01544,Yes
TAR01545,SHIP01545,No
TAR01546,SHIP01546,Yes
TAR01547,SHIP01547,No
TAR01548,SHIP01548,Yes
TAR01549,SHIP01549,Yes
TAR01550,SHIP01550,No
TAR01551,SHIP01551,Yes
TAR01552,SHIP01552,Yes
TAR01553,SHIP01553,No
TAR01554,SHIP01554,Yes
TAR01555,SHIP01555,Yes
TAR01556,SHIP01556,No
TAR01557,SHIP01557,Yes
TAR01558,SHIP01558,Yes
TAR01559,SHIP01559,No
TAR01560,SHIP01560,Yes
TAR01561,SHIP01561,Yes
TAR01562,SHIP01562,Yes
TAR01563,SHIP01563,No
TAR01564,SHIP01564,Yes
TAR01565,SHIP01565,No
TAR01566,SHIP01566,No
TAR01567,SHIP01567,Yes
TAR01568,SHIP01568,Yes
TAR01569,SHIP01569,No
TAR01570,SHIP01570,No
TAR01571,SHIP01571,Yes
TAR01572,SHIP01572,No
TAR01573,SHIP01573,No
TAR01574,SHIP01574,No
TAR01575,SHIP01575,No
TAR01576,SHIP01576,No
TAR01577,SHIP01577,No
TAR01578,SHIP01578,No
TAR01579,SHIP01579,Yes
TAR01580,SHIP01580,Yes
TAR01581,SHIP01581,No
TAR01582,SHIP01582,No
TAR01583,SHIP01583,No
TAR01584,SHIP01584,Yes
TAR01585,SHIP01585,Yes
TAR01586,SHIP01586,No
TAR01587,SHIP01587,No
TAR01588,SHIP01588,No
TAR01589,SHIP01589,No
TAR01590,SHIP01590,No
TAR01591,SHIP01591,No
TAR01592,SHIP01592,Yes
TAR01593,SHIP01593,No
TAR01594,SHIP01594,Yes
TAR01595,SHIP01595,Yes
TAR01596,SHIP01596,Yes
TAR01597,SHIP01597,Yes
TAR01598,SHIP01598,No
TAR01599,SHIP01599,Yes
TAR01600,SHIP01600,No
TAR01601,SHIP01601,Yes
TAR01602,SHIP01602,Yes
TAR01603,SHIP01603,Yes
TAR01604,SHIP01604,No
TAR01605,SHIP01605,No
TAR01606,SHIP01606,No
TAR01607,SHIP01607,Yes
TAR01608,SHIP01608,No
TAR01609,SHIP01609,No
TAR01610,SHIP01610,No
TAR01611,SHIP01611,Yes
TAR01612,SHIP01612,No
TAR01613,SHIP01613,Yes
TAR01614,SHIP01614,No
TAR01615,SHIP01615,No
TAR01616,SHIP01616,No
TAR01617,SHIP01617,No
TAR01618,SHIP01618,No
TAR01619,SHIP01619,Yes
TAR01620,SHIP01620,No
TAR01621,SHIP01621,Yes
TAR01622,SHIP01622,No
TAR01623,SHIP01623,No
TAR01624,SHIP01624,Yes
TAR01625,SHIP01625,Yes
TAR01626,SHIP01626,No
TAR01627,SHIP01627,No
TAR01628,SHIP01628,No
TAR01629,SHIP01629,No
TAR01630,SHIP01630,No
TAR01631,SHIP01631,No
TAR01632,SHIP01632,No
TAR01633,SHIP01633,No
TAR01634,SHIP01634,No
TAR01635,SHIP01635,No
TAR01636,SHIP01636,No
TAR01637,SHIP01637,No
TAR01638,SHIP01638,No
TAR01639,SHIP01639,Yes
TAR01640,SHIP01640,No
TAR01641,SHIP01641,Yes
TAR01642,SHIP01642,No
TAR01643,SHIP01643,Yes
TAR01644,SHIP01644,Yes
TAR01645,SHIP01645,No
TAR01646,SHIP01646,No
TAR01647,SHIP01647,No
TAR01648,SHIP01648,Yes
TAR01649,SHIP01649,No
TAR01650,SHIP01650,Yes
TAR01651,SHIP01651,No
TAR01652,SHIP01652,No
TAR01653,SHIP01653,No
TAR01654,SHIP01654,Yes
TAR01655,SHIP01655,No
TAR01656,SHIP01656,No
TAR01657,SHIP01657,Yes
TAR01658,SHIP01658,Yes
TAR01659,SHIP01659,Yes
TAR01660,SHIP01660,No
TAR01661,SHIP01661,No
TAR01662,SHIP01662,Yes
TAR01663,SHIP01663,Yes
TAR01664,SHIP01664,No
TAR01665,SHIP01665,No
TAR01666,SHIP01666,No
TAR01667,SHIP01667,No
TAR01668,SHIP01668,No
TAR01669,SHIP01669,Yes
TAR01670,SHIP01670,Yes
TAR01671,SHIP01671,No
TAR01672,SHIP01672,Yes
TAR01673,SHIP01673,No
TAR01674,SHIP01674,No
TAR01675,SHIP01675,No
TAR01676,SHIP01676,No
TAR01677,SHIP01677,Yes
TAR01678,SHIP01678,Yes
TAR01679,SHIP01679,Yes
TAR01680,SHIP01680,No
TAR01681,SHIP01681,Yes
TAR01682,SHIP01682,No
TAR01683,SHIP01683,No
TAR01684,SHIP01684,Yes
TAR01685,SHIP01685,Yes
TAR01686,SHIP01686,No
TAR01687,SHIP01687,No
TAR01688,SHIP01688,Yes
TAR01689,SHIP01689,No
TAR01690,SHIP01690,Yes
TAR01691,SHIP01691,No
TAR01692,SHIP01692,No
TAR01693,SHIP01693,No
TAR01694,SHIP01694,No
TAR01695,SHIP01695,Yes
TAR01696,SHIP01696,Yes
TAR01697,SHIP01697,Yes
TAR01698,SHIP01698,Yes
TAR01699,SHIP01699,No
TAR01700,SHIP01700,No
TAR01701,SHIP01701,Yes
TAR01702,SHIP01702,Yes
TAR01703,SHIP01703,No
TAR01704,SHIP01704,No
TAR01705,SHIP01705,No
TAR01706,SHIP01706,No
TAR01707,SHIP01707,No
TAR01708,SHIP01708,No
TAR01709,SHIP01709,No
TAR01710,SHIP01710,No
TAR01711,SHIP01711,Yes
TAR01712,SHIP01712,No
TAR01713,SHIP01713,No
TAR01714,SHIP01714,No
TAR01715,SHIP01715,No
TAR01716,SHIP01716,No
TAR01717,SHIP01717,Yes
TAR01718,SHIP01718,No
TAR01719,SHIP01719,No
TAR01720,SHIP01720,No
TAR01721,SHIP01721,No
TAR01722,SHIP01722,No
TAR01723,SHIP01723,Yes
TAR01724,SHIP01724,Yes
TAR01725,SHIP01725,No
TAR01726,SHIP01726,No
TAR01727,SHIP01727,No
TAR01728,SHIP01728,Yes
TAR01729,SHIP01729,Yes
TAR01730,SHIP01730,No
TAR01731,SHIP01731,Yes
TAR01732,SHIP01732,No
TAR01733,SHIP01733,No
TAR01734,SHIP01734,No
TAR01735,SHIP01735,Yes
TAR01736,SHIP01736,No
TAR01737,SHIP01737,No
TAR01738,SHIP01738,No
TAR01739,SHIP01739,No
TAR01740,SHIP01740,Yes
TAR01741,SHIP01741,Yes
TAR01742,SHIP01742,Yes
TAR01743,SHIP01743,Yes
TAR01744,SHIP01744,No
TAR01745,SHIP01745,No
TAR01746,SHIP01746,Yes
TAR01747,SHIP01747,Yes
TAR01748,SHIP01748,No
TAR01749,SHIP01749,No
TAR01750,SHIP01750,Yes
TAR01751,SHIP01751,No
TAR01752,SHIP01752,No
TAR01753,SHIP01753,No
TAR01754,SHIP01754,No
TAR01755,SHIP01755,No
TAR01756,SHIP01756,Yes
TAR01757,SHIP01757,Yes
TAR01758,SHIP01758,No
TAR01759,SHIP01759,Yes
TAR01760,SHIP01760,No
TAR01761,SHIP01761,No
TAR01762,SHIP01762,No
TAR01763,SHIP01763,No
TAR01764,SHIP01764,No
TAR01765,SHIP01765,Yes
TAR01766,SHIP01766,No
TAR01767,SHIP01767,No
TAR01768,SHIP01768,No
TAR01769,SHIP01769,No
TAR01770,SHIP01770,Yes
TAR01771,SHIP01771,No
