Transport_ID,Shipment_ID,Transport_Mode,Route_Distance,Fuel_Cost
TR00595,SHIP00595,Rail,2149,11057.58
TR00596,SHIP00596,Truck,212,2323.81
TR00597,SHIP00597,Rail,623,3655.95
TR00598,SHIP00598,Rail,931,6052.7
TR00599,SHIP00599,Truck,1062,12307.87
TR00600,SHIP00600,Truck,825,8058.36
TR00601,SHIP00601,Rail,610,2794.63
TR00602,SHIP00602,Truck,1096,14040.99
TR00603,SHIP00603,Rail,966,5038.41
TR00604,SHIP00604,Truck,866,8134.48
TR00605,SHIP00605,Truck,371,3966.42
TR00606,SHIP00606,Truck,1136,13081.61
TR00607,SHIP00607,Rail,2421,16049.18
TR00608,SHIP00608,Ship,1200,5876.76
TR00609,SHIP00609,Air,3934,99579.01
TR00610,SHIP00610,Truck,1121,14403.96
TR00611,SHIP00611,Truck,1028,9588.96
TR00612,SHIP00612,Truck,1107,11593.42
TR00613,SHIP00613,Truck,534,6658.24
TR00614,SHIP00614,Air,3429,95973.72
TR00615,SHIP00615,Truck,704,7807.49
TR00616,SHIP00616,Rail,1771,9160.04
TR00617,SHIP00617,Truck,419,5032.41
TR00618,SHIP00618,Ship,1332,6415.47
TR00619,SHIP00619,Ship,6066,21759.63
TR00620,SHIP00620,Air,4941,119568.13
TR00621,SHIP00621,Rail,1159,4861.87
TR00622,SHIP00622,Truck,883,9325.37
TR00623,SHIP00623,Truck,370,3754.08
TR00624,SHIP00624,Truck,183,2055.86
TR00625,SHIP00625,Air,3497,103652.21
TR00626,SHIP00626,Ship,4773,17222.27
TR00627,SHIP00627,Truck,505,5786.44
TR00628,SHIP00628,Truck,428,5242.34
TR00629,SHIP00629,Truck,508,5666.49
TR00630,SHIP00630,Truck,402,4877.62
TR00631,SHIP00631,Truck,486,4703.57
TR00632,SHIP00632,Truck,760,9710.08
TR00633,SHIP00633,Air,1791,48364.38
TR00634,SHIP00634,Ship,1604,3715.64
TR00635,SHIP00635,Ship,5814,22962.96
TR00636,SHIP00636,Truck,554,7121.74
TR00637,SHIP00637,Ship,5690,12573.14
TR00638,SHIP00638,Rail,575,4002.59
TR00639,SHIP00639,Truck,963,11668.68
TR00640,SHIP00640,Truck,927,9187.7
TR00641,SHIP00641,Truck,529,5069.58
TR00642,SHIP00642,Truck,346,3687.92
TR00643,SHIP00643,Truck,354,4261.24
TR00644,SHIP00644,Ship,1471,4082.72
TR00645,SHIP00645,Rail,2474,14083.3
TR00646,SHIP00646,Truck,246,2407.68
TR00647,SHIP00647,Truck,458,5128.18
TR00648,SHIP00648,Rail,2339,12303.52
TR00649,SHIP00649,Truck,512,6080.36
TR00650,SHIP00650,Ship,3824,14659.78
TR00651,SHIP00651,Rail,499,2643.56
TR00652,SHIP00652,Truck,911,9117.27
TR00653,SHIP00653,Truck,617,6141.72
TR00654,SHIP00654,Rail,525,2406.9
TR00655,SHIP00655,Ship,4091,16302.86
TR00656,SHIP00656,Truck,765,7617.12
TR00657,SHIP00657,Rail,1408,7228.76
TR00658,SHIP00658,Truck,462,4619.7
TR00659,SHIP00659,Truck,80,980.58
TR00660,SHIP00660,Air,2588,84343.47
TR00661,SHIP00661,Rail,2386,12158.92
TR00662,SHIP00662,Truck,1072,11189.02
TR00663,SHIP00663,Truck,568,5789.91
TR00664,SHIP00664,Ship,6407,28054.18
TR00665,SHIP00665,Truck,246,2759.91
TR00666,SHIP00666,Truck,953,9414.11
TR00667,SHIP00667,Rail,1226,7348.08
TR00668,SHIP00668,Ship,2192,10477.35
TR00669,SHIP00669,Rail,1906,11836.67
TR00670,SHIP00670,Rail,1744,11846.77
TR00671,SHIP00671,Truck,431,3889.25
TR00672,SHIP00672,Truck,623,6619.05
TR00673,SHIP00673,Truck,997,10564.58
TR00674,SHIP00674,Truck,892,8443.61
TR00675,SHIP00675,Truck,191,1971.36
TR00676,SHIP00676,Ship,1801,7881.44
TR00677,SHIP00677,Air,4852,130889.93
TR00678,SHIP00678,Truck,679,8231.69
TR00679,SHIP00679,Rail,2360,10203.3
TR00680,SHIP00680,Truck,87,1078.61
TR00681,SHIP00681,Air,2581,61200.15
TR00682,SHIP00682,Truck,1084,10021.29
TR00683,SHIP00683,Truck,380,3749.96
TR00684,SHIP00684,Rail,1333,5773.37
TR00685,SHIP00685,Truck,645,6342.73
TR00686,SHIP00686,Rail,1096,5171.19
TR00687,SHIP00687,Ship,3224,12613.18
TR00688,SHIP00688,Truck,461,4411.65
TR00689,SHIP00689,Truck,1059,11693.79
TR00690,SHIP00690,Truck,473,6106.8
TR00691,SHIP00691,Truck,101,956.69
TR00692,SHIP00692,Truck,455,4833.57
TR00693,SHIP00693,Truck,1029,11752.09
TR00694,SHIP00694,Truck,973,9866.82
TR00695,SHIP00695,Truck,503,5844.3
TR00696,SHIP00696,Air,4500,139333.43
TR00697,SHIP00697,Truck,975,11343.82
TR00698,SHIP00698,Rail,2295,12634.02
TR00699,SHIP00699,Truck,915,10202.66
TR00700,SHIP00700,Truck,495,5184.96
TR00701,SHIP00701,Air,3268,99157.78
TR00702,SHIP00702,Truck,830,10333.37
TR00703,SHIP00703,Truck,771,9047.95
TR00704,SHIP00704,Rail,2165,12298.01
TR00705,SHIP00705,Truck,913,10707.18
TR00706,SHIP00706,Truck,388,4740.18
TR00707,SHIP00707,Rail,1249,8385.84
TR00708,SHIP00708,Truck,286,2627.35
TR00709,SHIP00709,Air,1237,37384.38
TR00710,SHIP00710,Rail,1453,7563.67
TR00711,SHIP00711,Air,2100,60293.32
TR00712,SHIP00712,Truck,381,3930.33
TR00713,SHIP00713,Rail,2360,9909.15
TR00714,SHIP00714,Truck,370,4321.43
TR00715,SHIP00715,Ship,2584,11607.49
TR00716,SHIP00716,Truck,261,2581.3
TR00717,SHIP00717,Rail,358,2012.93
TR00718,SHIP00718,Ship,1867,6734.33
TR00719,SHIP00719,Air,4366,99290.92
TR00720,SHIP00720,Air,857,22802.18
TR00721,SHIP00721,Rail,943,4797.96
TR00722,SHIP00722,Truck,591,6244.57
TR00723,SHIP00723,Rail,1429,9595.18
TR00724,SHIP00724,Ship,2461,8914.58
TR00725,SHIP00725,Truck,635,6384.75
TR00726,SHIP00726,Truck,544,6922.17
TR00727,SHIP00727,Truck,861,10791.94
TR00728,SHIP00728,Ship,4957,13876.44
TR00729,SHIP00729,Ship,4701,9492.67
TR00730,SHIP00730,Air,1950,57063.04
TR00731,SHIP00731,Ship,3859,12736.92
TR00732,SHIP00732,Rail,1292,5845.32
TR00733,SHIP00733,Truck,751,9247.06
TR00734,SHIP00734,Truck,1119,12035.66
TR00735,SHIP00735,Truck,645,6175.9
TR00736,SHIP00736,Truck,153,1522.9
TR00737,SHIP00737,Truck,650,6189.08
TR00738,SHIP00738,Ship,2279,10954.74
TR00739,SHIP00739,Truck,940,11279.91
TR00740,SHIP00740,Rail,898,4150.25
TR00741,SHIP00741,Rail,1224,8286.78
TR00742,SHIP00742,Air,4241,115528.22
TR00743,SHIP00743,Air,3694,108811.55
TR00744,SHIP00744,Rail,378,1851.96
TR00745,SHIP00745,Rail,1688,10721.56
TR00746,SHIP00746,Air,3056,87075.66
TR00747,SHIP00747,Rail,1640,7066.65
TR00748,SHIP00748,Air,1817,43723.7
TR00749,SHIP00749,Air,3556,110577.19
TR00750,SHIP00750,Truck,452,5353.49
TR00751,SHIP00751,Truck,922,11537.03
TR00752,SHIP00752,Air,1792,58482.03
TR00753,SHIP00753,Truck,1186,12447.69
TR00754,SHIP00754,Ship,5050,15176.38
TR00755,SHIP00755,Ship,6186,29083.56
TR00756,SHIP00756,Truck,628,7304.39
TR00757,SHIP00757,Ship,4082,8692.87
TR00758,SHIP00758,Rail,1953,10327.14
TR00759,SHIP00759,Truck,1008,10581.01
TR00760,SHIP00760,Truck,76,982.06
TR00761,SHIP00761,Truck,644,6565.91
TR00762,SHIP00762,Rail,1018,6259.66
TR00763,SHIP00763,Ship,6544,14849.97
TR00764,SHIP00764,Rail,1189,6350.27
TR00765,SHIP00765,Rail,1695,11777.57
TR00766,SHIP00766,Air,2212,52525.44
TR00767,SHIP00767,Air,3648,81177.52
TR00768,SHIP00768,Ship,6365,26081.73
TR00769,SHIP00769,Rail,2319,15064.38
TR00770,SHIP00770,Ship,2290,5026.1
TR00771,SHIP00771,Rail,1004,4898.81
TR00772,SHIP00772,Rail,1839,10529.95
TR00773,SHIP00773,Ship,3982,11316.81
TR00774,SHIP00774,Rail,1976,10912.04
TR00775,SHIP00775,Rail,707,4510.87
TR00776,SHIP00776,Truck,58,649.46
TR00777,SHIP00777,Truck,1150,12618.29
TR00778,SHIP00778,Truck,472,5683.88
TR00779,SHIP00779,Truck,106,1269.52
TR00780,SHIP00780,Truck,355,3865.72
TR00781,SHIP00781,Ship,4295,8958.82
TR00782,SHIP00782,Ship,2139,6946.28
TR00783,SHIP00783,Rail,336,1658.75
TR00784,SHIP00784,Truck,731,6750.85
TR00785,SHIP00785,Air,3225,98317.18
TR00786,SHIP00786,Air,4068,133522.92
TR00787,SHIP00787,Truck,225,2635.05
TR00788,SHIP00788,Ship,4033,16359.02
TR00789,SHIP00789,Truck,1145,14435.59
TR00790,SHIP00790,Rail,1860,8164.38
TR00791,SHIP00791,Truck,824,10185.72
TR00792,SHIP00792,Air,4060,114441.45
TR00793,SHIP00793,Truck,1119,10340.44
TR00794,SHIP00794,Truck,1156,11891.65
TR00795,SHIP00795,Truck,339,4073.22
TR00796,SHIP00796,Truck,530,5374.42
TR00797,SHIP00797,Truck,945,8736.05
TR00798,SHIP00798,Rail,1973,11035.34
TR00799,SHIP00799,Air,4740,140725.31
TR00800,SHIP00800,Air,2784,88329.32
TR00801,SHIP00801,Air,1200,28596.03
TR00802,SHIP00802,Ship,4279,19426.0
TR00803,SHIP00803,Rail,986,4125.36
TR00804,SHIP00804,Rail,1187,4975.15
TR00805,SHIP00805,Truck,426,4168.81
TR00806,SHIP00806,Truck,989,12608.44
TR00807,SHIP00807,Air,1296,43255.58
TR00808,SHIP00808,Rail,1793,12452.25
TR00809,SHIP00809,Rail,1127,5795.15
TR00810,SHIP00810,Rail,2185,11087.84
TR00811,SHIP00811,Truck,574,6858.58
TR00812,SHIP00812,Truck,1152,14637.92
TR00813,SHIP00813,Truck,661,6240.85
TR00814,SHIP00814,Truck,888,8541.42
TR00815,SHIP00815,Truck,281,2568.08
TR00816,SHIP00816,Air,4833,161002.03
TR00817,SHIP00817,Truck,1075,9700.51
TR00818,SHIP00818,Ship,4368,15905.13
TR00819,SHIP00819,Ship,5675,15212.11
TR00820,SHIP00820,Truck,615,7246.14
TR00821,SHIP00821,Air,1289,30442.11
TR00822,SHIP00822,Truck,418,4650.19
TR00823,SHIP00823,Truck,1132,14466.72
TR00824,SHIP00824,Truck,248,2269.69
TR00825,SHIP00825,Truck,410,5187.37
TR00826,SHIP00826,Truck,1120,12628.33
TR00827,SHIP00827,Rail,1517,7779.78
TR00828,SHIP00828,Rail,2026,9812.63
TR00829,SHIP00829,Ship,6514,25204.57
TR00830,SHIP00830,Truck,1042,10212.57
TR00831,SHIP00831,Rail,2115,10074.22
TR00832,SHIP00832,Truck,1145,14676.13
TR00833,SHIP00833,Air,1134,27614.11
TR00834,SHIP00834,Ship,6014,15809.91
TR00835,SHIP00835,Truck,331,3265.11
TR00836,SHIP00836,Ship,5329,22782.12
TR00837,SHIP00837,Ship,6450,13898.7
TR00838,SHIP00838,Air,3196,80824.81
TR00839,SHIP00839,Truck,85,1076.16
TR00840,SHIP00840,Truck,886,10011.2
TR00841,SHIP00841,Rail,312,1851.86
TR00842,SHIP00842,Ship,2455,10231.35
TR00843,SHIP00843,Air,1142,33733.08
TR00844,SHIP00844,Air,1366,32117.8
TR00845,SHIP00845,Truck,276,2851.85
TR00846,SHIP00846,Rail,2039,10812.82
TR00847,SHIP00847,Ship,5277,24114.21
TR00848,SHIP00848,Air,4448,142200.32
TR00849,SHIP00849,Ship,4650,19115.99
TR00850,SHIP00850,Rail,1522,9019.62
TR00851,SHIP00851,Truck,295,2669.59
TR00852,SHIP00852,Rail,2254,13236.55
TR00853,SHIP00853,Truck,1181,12328.7
TR00854,SHIP00854,Truck,591,7203.42
TR00855,SHIP00855,Truck,285,3554.19
TR00856,SHIP00856,Air,4328,128507.67
TR00857,SHIP00857,Truck,984,12716.05
TR00858,SHIP00858,Rail,1307,6734.5
TR00859,SHIP00859,Rail,1237,5669.73
TR00860,SHIP00860,Rail,498,2002.91
TR00861,SHIP00861,Truck,1145,14585.96
TR00862,SHIP00862,Rail,1872,9294.68
TR00863,SHIP00863,Truck,1109,11065.52
TR00864,SHIP00864,Truck,316,3503.13
TR00865,SHIP00865,Rail,836,3842.35
TR00866,SHIP00866,Truck,926,10579.41
TR00867,SHIP00867,Truck,63,775.85
TR00868,SHIP00868,Truck,708,8111.99
TR00869,SHIP00869,Rail,388,1948.27
TR00870,SHIP00870,Truck,656,8335.42
TR00871,SHIP00871,Rail,1119,7402.94
TR00872,SHIP00872,Air,4864,131660.11
TR00873,SHIP00873,Truck,423,4144.06
TR00874,SHIP00874,Air,1571,39862.13
TR00875,SHIP00875,Truck,397,4839.67
TR00876,SHIP00876,Truck,187,2333.34
TR00877,SHIP00877,Rail,1668,9697.6
TR00878,SHIP00878,Truck,210,2270.35
TR00879,SHIP00879,Air,1159,26055.73
TR00880,SHIP00880,Air,3850,109153.89
TR00881,SHIP00881,Ship,2418,11404.5
TR00882,SHIP00882,Truck,217,2073.76
TR00883,SHIP00883,Rail,855,5583.81
TR00884,SHIP00884,Truck,280,3238.79
TR00885,SHIP00885,Truck,928,8919.85
TR00886,SHIP00886,Air,2745,71726.46
TR00887,SHIP00887,Ship,1686,7789.27
TR00888,SHIP00888,Ship,5263,25072.61
TR00889,SHIP00889,Rail,1601,8919.71
TR00890,SHIP00890,Ship,4083,18993.09
TR00891,SHIP00891,Rail,1646,8767.79
TR00892,SHIP00892,Ship,3957,18656.2
TR00893,SHIP00893,Air,1930,53490.11
TR00894,SHIP00894,Rail,2048,9538.86
TR00895,SHIP00895,Truck,1020,10813.76
TR00896,SHIP00896,Rail,1786,10248.85
TR00897,SHIP00897,Rail,1167,5175.79
TR00898,SHIP00898,Air,4874,128465.45
TR00899,SHIP00899,Truck,89,816.08
TR00900,SHIP00900,Truck,434,5516.21
TR00901,SHIP00901,Truck,924,11028.76
TR00902,SHIP00902,Truck,352,4112.87
TR00903,SHIP00903,Truck,1160,11225.08
TR00904,SHIP00904,Ship,1461,6127.15
TR00905,SHIP00905,Truck,92,1067.52
TR00906,SHIP00906,Truck,803,8068.96
TR00907,SHIP00907,Ship,6857,24758.58
TR00908,SHIP00908,Rail,1502,8438.63
TR00909,SHIP00909,Truck,595,6459.87
TR00910,SHIP00910,Ship,1593,3664.87
TR00911,SHIP00911,Truck,797,9456.75
TR00912,SHIP00912,Ship,4629,16368.38
TR00913,SHIP00913,Truck,701,8744.65
TR00914,SHIP00914,Truck,469,6043.81
TR00915,SHIP00915,Ship,5740,26873.85
TR00916,SHIP00916,Truck,1198,11468.05
TR00917,SHIP00917,Air,3976,131055.0
TR00918,SHIP00918,Ship,2389,11868.5
TR00919,SHIP00919,Rail,623,2903.99
TR00920,SHIP00920,Truck,986,9983.43
TR00921,SHIP00921,Air,2044,50877.54
TR00922,SHIP00922,Rail,1548,7402.04
TR00923,SHIP00923,Air,4190,119120.97
TR00924,SHIP00924,Ship,1305,4725.25
TR00925,SHIP00925,Truck,1109,12665.58
TR00926,SHIP00926,Air,2870,99780.46
TR00927,SHIP00927,Ship,5590,13790.42
TR00928,SHIP00928,Rail,1149,7830.76
TR00929,SHIP00929,Truck,582,5724.77
TR00930,SHIP00930,Ship,1199,3036.53
TR00931,SHIP00931,Truck,726,6923.52
TR00932,SHIP00932,Truck,1006,12883.29
TR00933,SHIP00933,Rail,1620,7912.96
TR00934,SHIP00934,Truck,617,5598.26
TR00935,SHIP00935,Ship,4391,10086.78
TR00936,SHIP00936,Truck,465,4361.06
TR00937,SHIP00937,Rail,1320,6379.93
TR00938,SHIP00938,Truck,602,6659.41
TR00939,SHIP00939,Rail,2263,11103.59
TR00940,SHIP00940,Rail,1445,6900.77
TR00941,SHIP00941,Truck,826,9661.43
TR00942,SHIP00942,Truck,168,1631.25
TR00943,SHIP00943,Truck,73,858.06
TR00944,SHIP00944,Truck,1182,14704.09
TR00945,SHIP00945,Ship,6782,17143.2
TR00946,SHIP00946,Air,2796,84278.43
TR00947,SHIP00947,Truck,174,1921.43
TR00948,SHIP00948,Rail,1629,8354.52
TR00949,SHIP00949,Air,3397,81547.74
TR00950,SHIP00950,Air,3185,100344.59
TR00951,SHIP00951,Truck,476,4598.97
TR00952,SHIP00952,Truck,671,7986.44
TR00953,SHIP00953,Air,2803,79387.62
TR00954,SHIP00954,Truck,712,6697.46
TR00955,SHIP00955,Ship,6265,24589.51
TR00956,SHIP00956,Ship,1993,7313.66
TR00957,SHIP00957,Rail,1177,7005.94
TR00958,SHIP00958,Rail,1654,8779.77
TR00959,SHIP00959,Rail,1107,7261.43
TR00960,SHIP00960,Rail,1241,7306.4
TR00961,SHIP00961,Truck,866,8423.67
TR00962,SHIP00962,Truck,1163,13664.58
TR00963,SHIP00963,Truck,594,5928.5
TR00964,SHIP00964,Truck,397,3800.05
TR00965,SHIP00965,Truck,758,8114.57
TR00966,SHIP00966,Truck,1000,12167.04
TR00967,SHIP00967,Truck,663,6954.68
TR00968,SHIP00968,Truck,135,1505.89
TR00969,SHIP00969,Air,1369,47839.15
TR00970,SHIP00970,Rail,949,5346.77
TR00971,SHIP00971,Truck,284,3515.62
TR00972,SHIP00972,Rail,2270,13164.8
TR00973,SHIP00973,Truck,537,6252.59
TR00974,SHIP00974,Truck,587,7305.47
TR00975,SHIP00975,Truck,672,6598.47
TR00976,SHIP00976,Air,4309,140782.96
TR00977,SHIP00977,Rail,2347,13806.3
TR00978,SHIP00978,Truck,581,7504.3
TR00979,SHIP00979,Truck,534,5152.71
TR00980,SHIP00980,Rail,509,2614.35
TR00981,SHIP00981,Truck,919,10640.06
TR00982,SHIP00982,Rail,2140,9594.49
TR00983,SHIP00983,Truck,562,5060.0
TR00984,SHIP00984,Ship,2312,7490.53
TR00985,SHIP00985,Truck,378,4579.81
TR00986,SHIP00986,Truck,245,2209.16
TR00987,SHIP00987,Truck,692,8308.58
TR00988,SHIP00988,Truck,86,936.76
TR00989,SHIP00989,Truck,869,8495.85
TR00990,SHIP00990,Rail,1138,6545.84
TR00991,SHIP00991,Truck,712,7388.36
TR00992,SHIP00992,Air,1028,26980.84
TR00993,SHIP00993,Truck,1135,11352.57
TR00994,SHIP00994,Rail,322,2101.78
TR00995,SHIP00995,Rail,1858,9767.75
TR00996,SHIP00996,Truck,922,8597.75
TR00997,SHIP00997,Truck,931,11390.47
TR00998,SHIP00998,Ship,3860,11003.41
TR00999,SHIP00999,Truck,75,770.7
TR01000,SHIP01000,Rail,463,2882.72
TR01001,SHIP01001,Air,4380,136921.83
TR01002,SHIP01002,Rail,889,6005.04
TR01003,SHIP01003,Rail,1169,5888.09
TR01004,SHIP01004,Truck,366,4525.29
TR01005,SHIP01005,Truck,505,4750.69
TR01006,SHIP01006,Rail,2003,12531.61
TR01007,SHIP01007,Air,4624,141343.36
TR01008,SHIP01008,Air,1004,30780.65
TR01009,SHIP01009,Truck,763,7556.99
TR01010,SHIP01010,Truck,1087,10408.4
TR01011,SHIP01011,Rail,2027,11075.99
TR01012,SHIP01012,Rail,1793,10173.1
TR01013,SHIP01013,Truck,166,1951.9
TR01014,SHIP01014,Rail,972,6268.63
TR01015,SHIP01015,Rail,449,2248.47
TR01016,SHIP01016,Truck,942,11501.9
TR01017,SHIP01017,Air,4047,99526.18
TR01018,SHIP01018,Truck,987,9371.36
TR01019,SHIP01019,Truck,535,5508.57
TR01020,SHIP01020,Truck,922,8906.69
TR01021,SHIP01021,Air,3252,93073.07
TR01022,SHIP01022,Ship,5830,15671.38
TR01023,SHIP01023,Air,1907,52615.07
TR01024,SHIP01024,Rail,2351,16382.52
TR01025,SHIP01025,Rail,2325,15764.37
TR01026,SHIP01026,Air,2645,75405.57
TR01027,SHIP01027,Ship,6904,19081.8
TR01028,SHIP01028,Ship,6496,20785.78
TR01029,SHIP01029,Truck,346,3541.09
TR01030,SHIP01030,Rail,708,3864.64
TR01031,SHIP01031,Ship,6140,29692.15
TR01032,SHIP01032,Rail,1621,10993.53
TR01033,SHIP01033,Truck,351,3777.31
TR01034,SHIP01034,Truck,745,8583.44
TR01035,SHIP01035,Air,4475,132186.73
TR01036,SHIP01036,Rail,1663,9101.0
TR01037,SHIP01037,Truck,855,10934.49
TR01038,SHIP01038,Truck,660,6387.01
TR01039,SHIP01039,Truck,781,7832.27
TR01040,SHIP01040,Truck,1003,10625.37
TR01041,SHIP01041,Rail,2268,9590.79
TR01042,SHIP01042,Ship,5843,19294.16
TR01043,SHIP01043,Rail,379,2597.16
TR01044,SHIP01044,Ship,4644,13068.85
TR01045,SHIP01045,Truck,655,8484.46
TR01046,SHIP01046,Ship,1253,2730.42
TR01047,SHIP01047,Air,4084,120115.26
TR01048,SHIP01048,Truck,528,5056.08
TR01049,SHIP01049,Air,2243,66897.81
TR01050,SHIP01050,Rail,2243,13739.14
TR01051,SHIP01051,Rail,2205,14396.0
TR01052,SHIP01052,Ship,1267,5416.82
TR01053,SHIP01053,Air,2092,55264.28
TR01054,SHIP01054,Rail,1689,10528.1
TR01055,SHIP01055,Rail,1670,10509.34
TR01056,SHIP01056,Air,4940,148364.88
TR01057,SHIP01057,Truck,559,6090.39
TR01058,SHIP01058,Truck,993,11278.65
TR01059,SHIP01059,Air,2517,69637.98
TR01060,SHIP01060,Air,3155,107609.67
TR01061,SHIP01061,Rail,457,2885.06
TR01062,SHIP01062,Truck,694,8700.19
TR01063,SHIP01063,Truck,605,6120.82
TR01064,SHIP01064,Truck,215,2451.29
TR01065,SHIP01065,Truck,209,2088.93
TR01066,SHIP01066,Air,4731,139919.82
TR01067,SHIP01067,Truck,644,6218.32
TR01068,SHIP01068,Truck,327,3016.77
TR01069,SHIP01069,Ship,5796,20306.14
TR01070,SHIP01070,Ship,6608,28975.66
TR01071,SHIP01071,Rail,995,5332.05
TR01072,SHIP01072,Truck,190,1949.45
TR01073,SHIP01073,Rail,2220,10532.57
TR01074,SHIP01074,Truck,242,2784.78
TR01075,SHIP01075,Truck,103,1041.72
TR01076,SHIP01076,Air,1562,46151.25
TR01077,SHIP01077,Truck,408,4970.16
TR01078,SHIP01078,Truck,590,6841.53
TR01079,SHIP01079,Air,1381,48218.14
TR01080,SHIP01080,Rail,314,2162.1
TR01081,SHIP01081,Rail,560,3009.84
TR01082,SHIP01082,Truck,88,1031.21
TR01083,SHIP01083,Truck,1126,12345.93
TR01084,SHIP01084,Truck,831,8743.15
TR01085,SHIP01085,Truck,941,12120.05
TR01086,SHIP01086,Ship,6950,28735.93
TR01087,SHIP01087,Rail,514,2871.94
TR01088,SHIP01088,Ship,2960,7655.65
TR01089,SHIP01089,Rail,698,4400.15
TR01090,SHIP01090,Rail,456,2218.96
TR01091,SHIP01091,Rail,1873,9933.6
TR01092,SHIP01092,Air,4234,136208.15
TR01093,SHIP01093,Rail,1833,8008.54
TR01094,SHIP01094,Truck,159,1754.64
TR01095,SHIP01095,Truck,878,9108.5
TR01096,SHIP01096,Ship,2834,8216.12
TR01097,SHIP01097,Ship,3386,12397.38
TR01098,SHIP01098,Air,1840,56911.69
TR01099,SHIP01099,Rail,1149,6867.44
TR01100,SHIP01100,Truck,253,3089.0
TR01101,SHIP01101,Air,1153,27150.36
TR01102,SHIP01102,Truck,1026,10873.03
TR01103,SHIP01103,Truck,886,10215.91
TR01104,SHIP01104,Truck,844,10269.29
TR01105,SHIP01105,Truck,470,4830.69
TR01106,SHIP01106,Truck,603,6906.6
TR01107,SHIP01107,Ship,3243,10651.11
TR01108,SHIP01108,Air,1592,44640.72
TR01109,SHIP01109,Air,3036,101145.16
TR01110,SHIP01110,Truck,609,5534.3
TR01111,SHIP01111,Rail,2218,12514.8
TR01112,SHIP01112,Rail,1817,10283.21
TR01113,SHIP01113,Rail,1507,10124.28
TR01114,SHIP01114,Rail,1012,7000.0
TR01115,SHIP01115,Truck,702,8019.71
TR01116,SHIP01116,Truck,711,8870.86
TR01117,SHIP01117,Truck,932,10027.76
TR01118,SHIP01118,Truck,254,2994.84
TR01119,SHIP01119,Ship,5559,22396.53
TR01120,SHIP01120,Truck,494,6376.54
TR01121,SHIP01121,Rail,657,4297.06
TR01122,SHIP01122,Air,4847,154933.29
TR01123,SHIP01123,Truck,1015,11549.09
TR01124,SHIP01124,Ship,6140,22378.37
TR01125,SHIP01125,Ship,2939,12752.25
TR01126,SHIP01126,Truck,1122,10777.86
TR01127,SHIP01127,Truck,374,4542.07
TR01128,SHIP01128,Truck,604,7617.02
TR01129,SHIP01129,Air,2624,86716.66
TR01130,SHIP01130,Truck,1189,14747.59
TR01131,SHIP01131,Ship,4475,14757.11
TR01132,SHIP01132,Air,2162,61661.88
TR01133,SHIP01133,Rail,1519,10241.06
TR01134,SHIP01134,Air,1651,46169.51
TR01135,SHIP01135,Truck,660,7935.95
TR01136,SHIP01136,Truck,232,2429.56
TR01137,SHIP01137,Air,4610,117705.08
TR01138,SHIP01138,Rail,1256,6590.99
TR01139,SHIP01139,Truck,412,5334.1
TR01140,SHIP01140,Truck,839,7722.47
TR01141,SHIP01141,Truck,886,11308.84
TR01142,SHIP01142,Air,4243,121224.25
TR01143,SHIP01143,Rail,425,1994.57
TR01144,SHIP01144,Ship,1406,6781.83
TR01145,SHIP01145,Rail,1819,10131.81
TR01146,SHIP01146,Truck,318,3017.45
TR01147,SHIP01147,Truck,950,9192.82
TR01148,SHIP01148,Ship,1907,8285.28
TR01149,SHIP01149,Rail,408,1822.23
TR01150,SHIP01150,Ship,5563,19531.54
TR01151,SHIP01151,Truck,1135,13765.26
TR01152,SHIP01152,Truck,492,5705.15
TR01153,SHIP01153,Rail,1843,12875.07
TR01154,SHIP01154,Truck,985,10403.11
TR01155,SHIP01155,Truck,949,9162.92
TR01156,SHIP01156,Air,4656,135043.7
TR01157,SHIP01157,Truck,553,5373.11
TR01158,SHIP01158,Truck,64,741.32
TR01159,SHIP01159,Ship,1377,6749.02
TR01160,SHIP01160,Air,2128,54827.54
TR01161,SHIP01161,Truck,668,7734.35
TR01162,SHIP01162,Truck,949,10725.07
TR01163,SHIP01163,Ship,4510,13658.18
TR01164,SHIP01164,Ship,1678,5431.62
TR01165,SHIP01165,Truck,631,6051.11
TR01166,SHIP01166,Truck,399,3951.48
TR01167,SHIP01167,Truck,1047,13585.91
TR01168,SHIP01168,Air,4777,115370.29
TR01169,SHIP01169,Rail,318,1617.87
TR01170,SHIP01170,Air,4433,140388.58
TR01171,SHIP01171,Truck,195,2035.46
TR01172,SHIP01172,Rail,1274,6490.04
TR01173,SHIP01173,Rail,1846,9979.38
TR01174,SHIP01174,Ship,6545,15711.04
TR01175,SHIP01175,Rail,2247,14215.11
TR01176,SHIP01176,Rail,791,5148.65
TR01177,SHIP01177,Air,3388,108146.51
TR01178,SHIP01178,Air,2546,85291.89
TR01179,SHIP01179,Truck,992,12452.45
TR01180,SHIP01180,Ship,5779,25717.82
TR01181,SHIP01181,Air,2276,62059.99
TR01182,SHIP01182,Truck,363,4564.27
TR01183,SHIP01183,Rail,1634,6546.73
TR01184,SHIP01184,Truck,476,4446.83
TR01185,SHIP01185,Air,4771,115049.99
TR01186,SHIP01186,Rail,2314,13138.92
TR01187,SHIP01187,Air,3969,113942.31
TR01188,SHIP01188,Air,3862,102712.21
TR01189,SHIP01189,Air,4495,124391.45
TR01190,SHIP01190,Truck,55,592.33
TR01191,SHIP01191,Ship,3989,8608.8
