Metric_ID,Shipment_ID,Delivery_Cost,Delay_Hours,Customer_Priority
MET00634,SHIP00634,15090.64,16,Medium
MET00635,SHIP00635,59238.96,4,High
MET00636,SHIP00636,15695.74,24,High
MET00637,SHIP00637,47634.14,10,Medium
MET00638,SHIP00638,10005.59,16,Low
MET00639,SHIP00639,24489.68,8,Low
MET00640,SHIP00640,21825.7,32,Low
MET00641,SHIP00641,12505.58,6,High
MET00642,SHIP00642,9044.92,5,Medium
MET00643,SHIP00643,10178.24,13,Medium
MET00644,SHIP00644,14016.72,5,Low
MET00645,SHIP00645,35392.3,1,High
MET00646,SHIP00646,7132.68,5,Low
MET00647,SHIP00647,12470.18,7,Low
MET00648,SHIP00648,32640.52,6,Medium
MET00649,SHIP00649,14160.36,31,Medium
MET00650,SHIP00650,39206.78,8,Low
MET00651,SHIP00651,8070.56,5,High
MET00652,SHIP00652,22178.27,48,Low
MET00653,SHIP00653,15159.72,12,Medium
MET00654,SHIP00654,8842.9,25,Low
MET00655,SHIP00655,41913.86,17,High
MET00656,SHIP00656,18586.12,16,Medium
MET00657,SHIP00657,20263.76,18,High
MET00658,SHIP00658,11385.7,12,Low
MET00659,SHIP00659,3995.58,19,Medium
MET00660,SHIP00660,176925.47,22,Medium
MET00661,SHIP00661,32866.92,22,Medium
MET00662,SHIP00662,25567.02,25,Low
MET00663,SHIP00663,13669.91,32,Medium
MET00664,SHIP00664,67686.18,35,Medium
MET00665,SHIP00665,6790.91,25,Medium
MET00666,SHIP00666,22746.11,16,High
MET00667,SHIP00667,19032.08,17,Medium
MET00668,SHIP00668,25289.35,33,Medium
MET00669,SHIP00669,28715.67,30,Medium
MET00670,SHIP00670,26938.77,12,Medium
MET00671,SHIP00671,10113.25,4,Low
MET00672,SHIP00672,15630.05,24,Low
MET00673,SHIP00673,23882.58,15,Medium
MET00674,SHIP00674,20500.61,14,High
MET00675,SHIP00675,6424.36,9,High
MET00676,SHIP00676,20145.44,30,High
MET00677,SHIP00677,302515.93,11,Medium
MET00678,SHIP00678,17447.69,13,High
MET00679,SHIP00679,30943.3,25,Low
MET00680,SHIP00680,3151.61,16,Medium
MET00681,SHIP00681,152655.15,29,Medium
MET00682,SHIP00682,24340.29,3,Medium
MET00683,SHIP00683,10387.96,7,Low
MET00684,SHIP00684,17873.37,10,High
MET00685,SHIP00685,15584.73,1,High
MET00686,SHIP00686,15087.19,5,High
MET00687,SHIP00687,33944.18,12,Medium
MET00688,SHIP00688,11923.65,6,High
MET00689,SHIP00689,26173.79,6,Low
MET00690,SHIP00690,12782.8,10,High
MET00691,SHIP00691,3456.69,3,Medium
MET00692,SHIP00692,11354.57,13,High
MET00693,SHIP00693,25911.09,6,Medium
MET00694,SHIP00694,23050.82,3,Medium
MET00695,SHIP00695,13169.3,30,High
MET00696,SHIP00696,298122.43,24,Low
MET00697,SHIP00697,24512.82,33,Low
MET00698,SHIP00698,32655.02,12,Low
MET00699,SHIP00699,22709.66,39,Low
MET00700,SHIP00700,12221.96,8,Medium
MET00701,SHIP00701,214988.78,0,Low
MET00702,SHIP00702,21232.37,14,High
MET00703,SHIP00703,20010.95,39,Low
MET00704,SHIP00704,30626.01,27,High
MET00705,SHIP00705,23684.18,22,Low
MET00706,SHIP00706,10678.18,4,Low
MET00707,SHIP00707,19567.84,7,Low
MET00708,SHIP00708,7979.35,1,Low
MET00709,SHIP00709,82030.38,6,Medium
MET00710,SHIP00710,20816.67,14,High
MET00711,SHIP00711,135001.32,8,Low
MET00712,SHIP00712,10255.33,11,High
MET00713,SHIP00713,30021.15,36,High
MET00714,SHIP00714,11020.43,9,Low
MET00715,SHIP00715,28712.49,28,Medium
MET00716,SHIP00716,7210.3,9,High
MET00717,SHIP00717,5835.93,16,Low
MET00718,SHIP00718,19158.33,27,High
MET00719,SHIP00719,253314.92,17,High
MET00720,SHIP00720,54729.18,14,Low
MET00721,SHIP00721,13553.96,13,Low
MET00722,SHIP00722,15139.57,5,High
MET00723,SHIP00723,22753.18,37,Medium
MET00724,SHIP00724,25586.58,37,Medium
MET00725,SHIP00725,16129.75,4,Medium
MET00726,SHIP00726,15165.17,3,Medium
MET00727,SHIP00727,22762.94,7,Low
MET00728,SHIP00728,45687.44,22,Medium
MET00729,SHIP00729,38910.67,18,Low
MET00730,SHIP00730,127155.04,21,Medium
MET00731,SHIP00731,37293.92,7,High
MET00732,SHIP00732,17865.32,24,Low
MET00733,SHIP00733,19833.06,2,Medium
MET00734,SHIP00734,26488.66,3,High
MET00735,SHIP00735,15912.9,9,Medium
MET00736,SHIP00736,5139.9,31,Medium
MET00737,SHIP00737,15430.08,13,High
MET00738,SHIP00738,26261.74,35,High
MET00739,SHIP00739,24208.91,8,Low
MET00740,SHIP00740,12827.25,2,High
MET00741,SHIP00741,19615.78,10,Low
MET00742,SHIP00742,264894.22,5,Low
MET00743,SHIP00743,239251.55,12,High
MET00744,SHIP00744,6239.96,10,Low
MET00745,SHIP00745,25242.56,8,High
MET00746,SHIP00746,195349.66,2,High
MET00747,SHIP00747,22268.65,8,Low
MET00748,SHIP00748,108810.7,1,High
MET00749,SHIP00749,235836.19,11,Medium
MET00750,SHIP00750,11553.49,8,Medium
MET00751,SHIP00751,24723.03,22,Medium
MET00752,SHIP00752,122947.03,7,Low
MET00753,SHIP00753,28100.69,17,Medium
MET00754,SHIP00754,46986.38,24,Medium
MET00755,SHIP00755,68393.56,29,High
MET00756,SHIP00756,16015.39,16,Medium
MET00757,SHIP00757,34776.87,6,Low
MET00758,SHIP00758,27085.14,5,High
MET00759,SHIP00759,24446.01,16,High
MET00760,SHIP00760,3107.06,9,High
MET00761,SHIP00761,15841.91,7,Medium
MET00762,SHIP00762,15816.66,2,Medium
MET00763,SHIP00763,56064.97,7,Medium
MET00764,SHIP00764,17219.27,24,Low
MET00765,SHIP00765,27008.57,1,Medium
MET00766,SHIP00766,132136.44,36,Low
MET00767,SHIP00767,210944.52,1,Low
MET00768,SHIP00768,66118.73,26,Medium
MET00769,SHIP00769,35417.38,16,Medium
MET00770,SHIP00770,19745.1,12,High
MET00771,SHIP00771,14710.81,2,Low
MET00772,SHIP00772,26934.95,5,Low
MET00773,SHIP00773,36798.81,18,Low
MET00774,SHIP00774,27661.04,6,Medium
MET00775,SHIP00775,12179.87,2,Low
MET00776,SHIP00776,3048.46,33,Low
MET00777,SHIP00777,28316.29,13,Medium
MET00778,SHIP00778,13049.88,19,Medium
MET00779,SHIP00779,3577.52,17,High
MET00780,SHIP00780,9863.72,36,Medium
MET00781,SHIP00781,36124.82,33,Low
MET00782,SHIP00782,21473.28,17,Low
MET00783,SHIP00783,5403.75,18,Low
MET00784,SHIP00784,16922.85,5,Medium
MET00785,SHIP00785,213104.18,44,High
MET00786,SHIP00786,277542.92,13,High
MET00787,SHIP00787,6566.05,38,Low
MET00788,SHIP00788,41388.02,26,Medium
MET00789,SHIP00789,29670.59,11,High
MET00790,SHIP00790,25074.38,13,Low
MET00791,SHIP00791,22295.72,3,Low
MET00792,SHIP00792,258178.45,6,Low
MET00793,SHIP00793,25066.44,9,High
MET00794,SHIP00794,27358.65,15,Low
MET00795,SHIP00795,9472.22,7,High
MET00796,SHIP00796,13537.42,7,Medium
MET00797,SHIP00797,21930.05,0,High
MET00798,SHIP00798,28119.34,11,Medium
MET00799,SHIP00799,307601.31,20,Low
MET00800,SHIP00800,186922.32,0,Medium
MET00801,SHIP00801,72225.03,0,Low
MET00802,SHIP00802,46740.0,13,Medium
MET00803,SHIP00803,13841.36,9,Low
MET00804,SHIP00804,15871.15,10,High
MET00805,SHIP00805,11064.81,41,Medium
MET00806,SHIP00806,25938.44,15,Low
MET00807,SHIP00807,90046.58,2,High
MET00808,SHIP00808,28395.25,14,Low
MET00809,SHIP00809,16266.15,18,Medium
MET00810,SHIP00810,29756.84,13,Medium
MET00811,SHIP00811,15561.58,17,Medium
MET00812,SHIP00812,30492.92,14,Medium
MET00813,SHIP00813,15648.85,9,Medium
MET00814,SHIP00814,21086.42,8,Low
MET00815,SHIP00815,6907.08,32,Medium
MET00816,SHIP00816,331872.03,14,Low
MET00817,SHIP00817,24161.51,7,Low
MET00818,SHIP00818,44128.13,13,Medium
MET00819,SHIP00819,50866.11,3,High
MET00820,SHIP00820,15919.14,14,High
MET00821,SHIP00821,77243.11,2,Low
MET00822,SHIP00822,10810.19,15,Medium
MET00823,SHIP00823,29329.72,15,Low
MET00824,SHIP00824,6411.69,28,Medium
MET00825,SHIP00825,11048.37,7,Low
MET00826,SHIP00826,27053.33,5,Medium
MET00827,SHIP00827,22170.78,2,Medium
MET00828,SHIP00828,27735.63,9,High
MET00829,SHIP00829,66230.57,24,Low
MET00830,SHIP00830,24050.57,3,Medium
MET00831,SHIP00831,28545.22,18,Medium
MET00832,SHIP00832,29964.13,23,Medium
MET00833,SHIP00833,69048.11,24,Medium
MET00834,SHIP00834,53584.91,39,Medium
MET00835,SHIP00835,8957.11,24,Low
MET00836,SHIP00836,56215.12,10,Low
MET00837,SHIP00837,54274.7,53,Medium
MET00838,SHIP00838,194057.81,10,Low
MET00839,SHIP00839,4024.16,22,High
MET00840,SHIP00840,21845.2,11,High
MET00841,SHIP00841,6284.86,18,Low
MET00842,SHIP00842,26545.35,28,High
MET00843,SHIP00843,74476.08,24,Medium
MET00844,SHIP00844,81617.8,17,Low
MET00845,SHIP00845,8069.85,23,Medium
MET00846,SHIP00846,28691.82,23,Low
MET00847,SHIP00847,57204.21,41,Low
MET00848,SHIP00848,300016.32,23,High
MET00849,SHIP00849,48495.99,23,High
MET00850,SHIP00850,22341.62,15,Low
MET00851,SHIP00851,7747.59,13,High
MET00852,SHIP00852,32344.55,17,High
MET00853,SHIP00853,28686.7,9,High
MET00854,SHIP00854,15473.42,19,Low
MET00855,SHIP00855,8530.19,26,High
MET00856,SHIP00856,281574.67,1,Medium
MET00857,SHIP00857,25941.05,29,Low
MET00858,SHIP00858,18289.5,8,High
MET00859,SHIP00859,17841.73,17,Low
MET00860,SHIP00860,7669.91,9,High
MET00861,SHIP00861,29829.96,4,Low
MET00862,SHIP00862,25322.68,5,Medium
MET00863,SHIP00863,25598.52,16,High
MET00864,SHIP00864,9526.13,12,High
MET00865,SHIP00865,12301.35,3,Low
MET00866,SHIP00866,22852.41,15,Low
MET00867,SHIP00867,2917.85,10,Low
MET00868,SHIP00868,17433.99,18,High
MET00869,SHIP00869,6938.27,5,Low
MET00870,SHIP00870,17217.42,20,Medium
MET00871,SHIP00871,17721.94,11,Low
MET00872,SHIP00872,303575.11,5,Medium
MET00873,SHIP00873,10493.06,39,Low
MET00874,SHIP00874,96231.13,0,High
MET00875,SHIP00875,10926.67,9,Medium
MET00876,SHIP00876,5323.34,16,High
MET00877,SHIP00877,25067.6,6,Low
MET00878,SHIP00878,6196.35,13,Medium
MET00879,SHIP00879,67825.73,0,Low
MET00880,SHIP00880,245687.89,15,High
MET00881,SHIP00881,27120.5,22,Medium
MET00882,SHIP00882,6496.76,14,Low
MET00883,SHIP00883,14462.81,18,Medium
MET00884,SHIP00884,7714.79,23,High
MET00885,SHIP00885,21892.85,6,Medium
MET00886,SHIP00886,168772.46,5,Medium
MET00887,SHIP00887,19998.27,13,Medium
MET00888,SHIP00888,58505.61,7,Medium
MET00889,SHIP00889,23356.71,13,High
MET00890,SHIP00890,45154.09,15,Medium
MET00891,SHIP00891,23425.79,1,Low
MET00892,SHIP00892,43666.2,26,High
MET00893,SHIP00893,121886.11,9,Low
MET00894,SHIP00894,27684.86,4,Low
MET00895,SHIP00895,24032.76,21,High
MET00896,SHIP00896,25707.85,13,Low
MET00897,SHIP00897,15973.79,10,High
MET00898,SHIP00898,300750.45,12,Low
MET00899,SHIP00899,3018.08,0,Low
MET00900,SHIP00900,12407.21,17,Medium
MET00901,SHIP00901,24071.76,19,Low
MET00902,SHIP00902,10203.87,5,Medium
MET00903,SHIP00903,26263.08,8,High
MET00904,SHIP00904,16648.15,11,Medium
MET00905,SHIP00905,4114.52,22,Low
MET00906,SHIP00906,19192.96,3,High
MET00907,SHIP00907,67496.58,28,Medium
MET00908,SHIP00908,22016.63,12,Medium
MET00909,SHIP00909,14959.87,13,Medium
MET00910,SHIP00910,14527.87,18,High
MET00911,SHIP00911,20581.75,6,High
MET00912,SHIP00912,46201.38,4,Medium
MET00913,SHIP00913,18620.65,0,High
MET00914,SHIP00914,12927.81,16,Low
MET00915,SHIP00915,62627.85,46,Low
MET00916,SHIP00916,27539.05,16,Low
MET00917,SHIP00917,271244.0,2,Low
MET00918,SHIP00918,27979.5,35,Low
MET00919,SHIP00919,9501.99,9,Medium
MET00920,SHIP00920,23664.43,5,Low
MET00921,SHIP00921,124224.54,2,Low
MET00922,SHIP00922,20787.04,37,Medium
MET00923,SHIP00923,267436.97,5,Low
MET00924,SHIP00924,14552.25,4,Low
MET00925,SHIP00925,27759.58,9,Medium
MET00926,SHIP00926,201798.46,6,High
MET00927,SHIP00927,48799.42,40,High
MET00928,SHIP00928,18401.76,18,High
MET00929,SHIP00929,14372.77,29,High
MET00930,SHIP00930,11997.53,11,High
MET00931,SHIP00931,17281.52,24,High
MET00932,SHIP00932,26062.29,4,Low
MET00933,SHIP00933,21964.96,18,High
MET00934,SHIP00934,14818.26,18,Medium
MET00935,SHIP00935,38336.78,49,Medium
MET00936,SHIP00936,11183.06,33,Medium
MET00937,SHIP00937,18446.93,4,Medium
MET00938,SHIP00938,15903.41,13,Medium
MET00939,SHIP00939,31296.59,10,Low
MET00940,SHIP00940,20371.77,6,High
MET00941,SHIP00941,20685.43,23,Low
MET00942,SHIP00942,4866.25,6,High
MET00943,SHIP00943,3104.06,15,High
MET00944,SHIP00944,30410.09,16,High
MET00945,SHIP00945,59729.2,31,Medium
MET00946,SHIP00946,183898.43,5,Medium
MET00947,SHIP00947,5975.43,8,Low
MET00948,SHIP00948,23410.52,17,Low
MET00949,SHIP00949,201541.74,24,High
MET00950,SHIP00950,213540.59,13,High
MET00951,SHIP00951,11804.97,10,Medium
MET00952,SHIP00952,17709.44,13,High
MET00953,SHIP00953,178974.62,14,Medium
MET00954,SHIP00954,17370.46,15,High
MET00955,SHIP00955,63260.51,15,Low
MET00956,SHIP00956,21084.66,18,Medium
MET00957,SHIP00957,17772.94,5,High
MET00958,SHIP00958,23887.77,5,Low
MET00959,SHIP00959,17996.43,28,Medium
MET00960,SHIP00960,18993.4,10,High
MET00961,SHIP00961,20282.67,1,High
MET00962,SHIP00962,29524.58,3,High
MET00963,SHIP00963,14246.5,0,Medium
MET00964,SHIP00964,9620.05,6,High
MET00965,SHIP00965,18919.57,4,High
MET00966,SHIP00966,25995.04,15,Medium
MET00967,SHIP00967,16065.68,16,Medium
MET00968,SHIP00968,4072.89,14,Low
MET00969,SHIP00969,97856.15,13,Low
MET00970,SHIP00970,14387.77,9,Medium
MET00971,SHIP00971,7882.62,16,High
MET00972,SHIP00972,32638.8,13,High
MET00973,SHIP00973,13955.59,15,High
MET00974,SHIP00974,16421.47,15,High
MET00975,SHIP00975,16148.47,5,Low
MET00976,SHIP00976,293261.96,0,Low
MET00977,SHIP00977,33897.3,22,Low
MET00978,SHIP00978,16476.3,2,Low
MET00979,SHIP00979,13472.71,30,Medium
MET00980,SHIP00980,8166.35,17,Low
MET00981,SHIP00981,23469.06,23,High
MET00982,SHIP00982,28362.49,0,Medium
MET00983,SHIP00983,13450.0,15,Low
MET00984,SHIP00984,22430.53,7,Low
MET00985,SHIP00985,10087.81,14,High
MET00986,SHIP00986,6954.16,27,Medium
MET00987,SHIP00987,18046.58,27,Medium
MET00988,SHIP00988,3044.76,38,Medium
MET00989,SHIP00989,20483.85,20,High
MET00990,SHIP00990,17082.84,1,Low
MET00991,SHIP00991,17223.36,8,Medium
MET00992,SHIP00992,64721.84,6,Medium
MET00993,SHIP00993,26673.57,31,High
MET00994,SHIP00994,5823.78,5,Medium
MET00995,SHIP00995,26019.75,22,Medium
MET00996,SHIP00996,20975.75,2,Low
MET00997,SHIP00997,24529.47,8,Low
MET00998,SHIP00998,35242.41,23,High
MET00999,SHIP00999,2981.7,3,High
MET01000,SHIP01000,7722.72,30,High
MET01001,SHIP01001,291943.83,16,Medium
MET01002,SHIP01002,13906.04,1,Medium
MET01003,SHIP01003,16716.09,20,High
MET01004,SHIP01004,10243.29,15,Low
MET01005,SHIP01005,12039.69,19,Medium
MET01006,SHIP01006,29956.61,9,High
MET01007,SHIP01007,304801.36,12,Medium
MET01008,SHIP01008,67589.65,26,Low
MET01009,SHIP01009,18520.99,40,Medium
MET01010,SHIP01010,25459.4,13,Medium
MET01011,SHIP01011,28718.99,8,High
MET01012,SHIP01012,25744.1,39,Medium
MET01013,SHIP01013,5832.9,15,Low
MET01014,SHIP01014,15450.63,0,Medium
MET01015,SHIP01015,7193.47,9,Medium
MET01016,SHIP01016,24684.9,7,High
MET01017,SHIP01017,242667.18,7,High
MET01018,SHIP01018,22850.36,9,High
MET01019,SHIP01019,13376.57,1,High
MET01020,SHIP01020,21389.69,13,Medium
MET01021,SHIP01021,208686.07,2,Low
MET01022,SHIP01022,52181.38,29,Low
MET01023,SHIP01023,120639.07,1,High
MET01024,SHIP01024,36530.52,19,Low
MET01025,SHIP01025,36527.37,18,High
MET01026,SHIP01026,170018.57,13,Low
MET01027,SHIP01027,61847.8,36,Medium
MET01028,SHIP01028,60932.78,28,Medium
MET01029,SHIP01029,8882.09,19,Medium
MET01030,SHIP01030,11481.64,39,Low
MET01031,SHIP01031,67551.15,8,Medium
MET01032,SHIP01032,26237.53,5,High
MET01033,SHIP01033,9067.31,8,Medium
MET01034,SHIP01034,19275.44,6,High
MET01035,SHIP01035,290040.73,14,Medium
MET01036,SHIP01036,23882.0,13,High
MET01037,SHIP01037,22326.49,31,Low
MET01038,SHIP01038,15313.01,9,Low
MET01039,SHIP01039,18820.27,3,High
MET01040,SHIP01040,23932.37,17,High
MET01041,SHIP01041,29350.79,30,Medium
MET01042,SHIP01042,56155.16,36,High
MET01043,SHIP01043,7567.16,10,Low
MET01044,SHIP01044,42782.85,30,Medium
MET01045,SHIP01045,17802.46,19,High
MET01046,SHIP01046,12041.42,9,High
MET01047,SHIP01047,264632.26,6,Low
MET01048,SHIP01048,13205.08,12,Low
MET01049,SHIP01049,146148.81,6,High
MET01050,SHIP01050,33504.14,1,High
MET01051,SHIP01051,33268.0,18,Low
MET01052,SHIP01052,14574.82,25,High
MET01053,SHIP01053,129505.28,12,Medium
MET01054,SHIP01054,25725.1,30,High
MET01055,SHIP01055,25663.34,17,High
MET01056,SHIP01056,322066.88,24,Low
MET01057,SHIP01057,14512.39,14,Low
MET01058,SHIP01058,24666.65,17,High
MET01059,SHIP01059,159212.98,9,Medium
MET01060,SHIP01060,219083.67,6,Medium
MET01061,SHIP01061,8337.06,14,High
MET01062,SHIP01062,18724.19,15,Low
MET01063,SHIP01063,14586.82,10,Low
MET01064,SHIP01064,6916.29,13,Low
MET01065,SHIP01065,6156.93,1,Low
MET01066,SHIP01066,307071.82,16,High
MET01067,SHIP01067,15053.32,4,Low
MET01068,SHIP01068,8761.77,17,Low
MET01069,SHIP01069,56202.14,36,High
MET01070,SHIP01070,69538.66,23,High
MET01071,SHIP01071,14546.05,6,Low
MET01072,SHIP01072,6029.45,9,Medium
MET01073,SHIP01073,30100.57,12,Low
MET01074,SHIP01074,7536.78,25,Medium
MET01075,SHIP01075,3805.72,13,Medium
MET01076,SHIP01076,101872.25,7,Medium
MET01077,SHIP01077,11603.16,1,Medium
MET01078,SHIP01078,15284.53,12,Low
MET01079,SHIP01079,98314.14,24,High
MET01080,SHIP01080,6201.1,22,Low
MET01081,SHIP01081,9057.84,4,Medium
MET01082,SHIP01082,3550.21,7,Low
MET01083,SHIP01083,26768.93,1,High
MET01084,SHIP01084,20490.15,4,Low
MET01085,SHIP01085,24528.05,13,Medium
MET01086,SHIP01086,71695.93,34,Low
MET01087,SHIP01087,8405.94,24,Medium
MET01088,SHIP01088,26965.65,19,Medium
MET01089,SHIP01089,11474.15,10,Medium
MET01090,SHIP01090,7198.96,18,Low
MET01091,SHIP01091,25902.6,6,High
MET01092,SHIP01092,285624.15,14,High
MET01093,SHIP01093,24397.54,4,High
MET01094,SHIP01094,4538.64,0,High
MET01095,SHIP01095,21536.5,5,Low
MET01096,SHIP01096,26718.12,46,Low
MET01097,SHIP01097,34307.38,36,Low
MET01098,SHIP01098,122935.69,14,High
MET01099,SHIP01099,17500.44,25,Low
MET01100,SHIP01100,7685.0,4,High
MET01101,SHIP01101,68952.36,6,Low
MET01102,SHIP01102,24683.03,4,Low
MET01103,SHIP01103,22498.91,37,Low
MET01104,SHIP01104,22633.29,40,Medium
MET01105,SHIP01105,12113.69,9,High
MET01106,SHIP01106,15785.6,3,Medium
MET01107,SHIP01107,31721.11,26,Low
MET01108,SHIP01108,101224.72,6,Medium
MET01109,SHIP01109,209410.16,1,High
MET01110,SHIP01110,14722.3,30,Low
MET01111,SHIP01111,32363.8,29,Medium
MET01112,SHIP01112,26189.21,10,Low
MET01113,SHIP01113,23037.28,7,Medium
MET01114,SHIP01114,16763.0,6,High
MET01115,SHIP01115,18144.71,4,High
MET01116,SHIP01116,18305.86,4,Low
MET01117,SHIP01117,23077.76,6,High
MET01118,SHIP01118,7870.84,11,Medium
MET01119,SHIP01119,56857.53,8,High
MET01120,SHIP01120,13820.54,6,Medium
MET01121,SHIP01121,11092.06,11,Low
MET01122,SHIP01122,325439.29,8,High
MET01123,SHIP01123,25229.09,11,High
MET01124,SHIP01124,61176.37,10,Medium
MET01125,SHIP01125,32056.25,18,Low
MET01126,SHIP01126,25413.86,26,High
MET01127,SHIP01127,10117.07,8,Low
MET01128,SHIP01128,16562.02,10,High
MET01129,SHIP01129,179767.66,1,Medium
MET01130,SHIP01130,30444.59,7,Medium
MET01131,SHIP01131,43153.11,20,Medium
MET01132,SHIP01132,139053.88,14,Medium
MET01133,SHIP01133,24228.06,41,Low
MET01134,SHIP01134,104921.51,12,Low
MET01135,SHIP01135,17012.95,6,High
MET01136,SHIP01136,7142.56,28,Low
MET01137,SHIP01137,280915.08,2,Medium
MET01138,SHIP01138,17795.99,7,High
MET01139,SHIP01139,11905.1,2,High
MET01140,SHIP01140,19393.47,3,High
MET01141,SHIP01141,23203.84,16,High
MET01142,SHIP01142,271025.25,14,Medium
MET01143,SHIP01143,6836.57,14,Low
MET01144,SHIP01144,17176.83,46,Low
MET01145,SHIP01145,26508.81,18,High
MET01146,SHIP01146,8229.45,7,Medium
MET01147,SHIP01147,22473.82,9,High
MET01148,SHIP01148,21015.28,10,Medium
MET01149,SHIP01149,5928.23,15,Medium
MET01150,SHIP01150,54605.54,48,High
MET01151,SHIP01151,28875.26,15,High
MET01152,SHIP01152,13400.15,10,Medium
MET01153,SHIP01153,29911.07,26,Low
MET01154,SHIP01154,23249.11,17,Medium
MET01155,SHIP01155,22532.92,8,High
MET01156,SHIP01156,299670.7,44,Low
MET01157,SHIP01157,14030.11,4,Medium
MET01158,SHIP01158,3582.32,18,High
MET01159,SHIP01159,17012.02,18,Low
MET01160,SHIP01160,131151.54,14,Medium
MET01161,SHIP01161,17131.35,37,Low
MET01162,SHIP01162,23486.07,16,Low
MET01163,SHIP01163,42277.18,29,High
MET01164,SHIP01164,17447.62,35,High
MET01165,SHIP01165,14671.11,16,Medium
MET01166,SHIP01166,10678.48,14,High
MET01167,SHIP01167,28056.91,14,Low
MET01168,SHIP01168,283827.29,14,High
MET01169,SHIP01169,5926.87,5,Medium
MET01170,SHIP01170,297074.58,17,High
MET01171,SHIP01171,5168.46,1,Low
MET01172,SHIP01172,17828.04,6,Low
MET01173,SHIP01173,26200.38,29,Medium
MET01174,SHIP01174,56307.04,29,Low
MET01175,SHIP01175,33456.11,13,Low
MET01176,SHIP01176,13182.65,39,Low
MET01177,SHIP01177,227757.51,1,Medium
MET01178,SHIP01178,175349.89,37,High
MET01179,SHIP01179,25505.45,10,High
MET01180,SHIP01180,62265.82,25,High
MET01181,SHIP01181,143506.99,13,High
MET01182,SHIP01182,10413.27,8,Medium
MET01183,SHIP01183,21098.73,6,Medium
MET01184,SHIP01184,11062.83,1,Medium
MET01185,SHIP01185,283512.99,10,High
MET01186,SHIP01186,32961.92,11,Low
MET01187,SHIP01187,254702.31,13,Low
MET01188,SHIP01188,239360.21,15,High
MET01189,SHIP01189,283226.45,22,Low
MET01190,SHIP01190,2990.33,10,Medium
MET01191,SHIP01191,33843.8,26,Medium
MET01192,SHIP01192,11483.4,8,Medium
MET01193,SHIP01193,110077.96,17,Medium
MET01194,SHIP01194,4431.0,27,Low
MET01195,SHIP01195,22329.42,7,Low
MET01196,SHIP01196,62316.51,38,High
MET01197,SHIP01197,11219.59,8,Medium
MET01198,SHIP01198,5682.34,0,Medium
MET01199,SHIP01199,75309.54,7,Medium
MET01200,SHIP01200,178150.08,15,High
MET01201,SHIP01201,6854.89,9,High
MET01202,SHIP01202,9209.68,18,Low
MET01203,SHIP01203,11214.19,33,Low
MET01204,SHIP01204,24916.35,26,High
MET01205,SHIP01205,15881.12,12,High
MET01206,SHIP01206,13088.39,3,High
MET01207,SHIP01207,256465.91,5,High
MET01208,SHIP01208,20133.84,30,Medium
MET01209,SHIP01209,303686.57,7,Low
MET01210,SHIP01210,219730.66,13,Medium
MET01211,SHIP01211,26711.32,4,Low
MET01212,SHIP01212,24813.69,7,Low
MET01213,SHIP01213,22185.32,5,Low
MET01214,SHIP01214,47122.29,16,Medium
MET01215,SHIP01215,20639.66,9,Low
MET01216,SHIP01216,23947.66,13,High
MET01217,SHIP01217,7721.14,10,Medium
MET01218,SHIP01218,35767.62,37,High
MET01219,SHIP01219,25711.85,17,Low
MET01220,SHIP01220,45291.92,35,High
MET01221,SHIP01221,22748.52,22,High
