External_ID,Shipment_ID,Weather_Condition,Traffic_Level,Port_Congestion,Holiday_Flag
EXT00546,SHIP00546,Sunny,Medium,No,No
EXT00547,SHIP00547,Storm,Medium,No,Yes
EXT00548,SHIP00548,Rainy,High,No,No
EXT00549,SHIP00549,Storm,Low,No,Yes
EXT00550,SHIP00550,Sunny,Low,No,No
EXT00551,SHIP00551,Fog,High,No,No
EXT00552,SHIP00552,Sunny,Low,No,No
EXT00553,SHIP00553,Fog,Medium,No,No
EXT00554,SHIP00554,Fog,Medium,No,No
EXT00555,SHIP00555,Cloudy,Low,No,No
EXT00556,SHIP00556,Sunny,Medium,No,No
EXT00557,SHIP00557,Storm,Low,No,No
EXT00558,SHIP00558,Rainy,Low,No,No
EXT00559,SHIP00559,Cloudy,Medium,No,No
EXT00560,SHIP00560,Cloudy,High,No,No
EXT00561,SHIP00561,Sunny,Medium,No,No
EXT00562,SHIP00562,Sunny,High,No,No
EXT00563,SHIP00563,Rainy,High,No,No
EXT00564,SHIP00564,Sunny,Low,No,No
EXT00565,SHIP00565,Sunny,Medium,No,No
EXT00566,SHIP00566,Sunny,Medium,No,No
EXT00567,SHIP00567,Rainy,High,No,No
EXT00568,SHIP00568,Rainy,Low,No,No
EXT00569,SHIP00569,Rainy,Medium,No,No
EXT00570,SHIP00570,Cloudy,Low,No,No
EXT00571,SHIP00571,Sunny,Medium,No,No
EXT00572,SHIP00572,Cloudy,Low,No,Yes
EXT00573,SHIP00573,Sunny,High,No,No
EXT00574,SHIP00574,Sunny,High,No,No
EXT00575,SHIP00575,Sunny,Low,No,No
EXT00576,SHIP00576,Rainy,Medium,No,No
EXT00577,SHIP00577,Cloudy,Low,Yes,No
EXT00578,SHIP00578,Sunny,Low,No,No
EXT00579,SHIP00579,Cloudy,Medium,No,No
EXT00580,SHIP00580,Fog,Medium,No,No
EXT00581,SHIP00581,Cloudy,Low,No,No
EXT00582,SHIP00582,Cloudy,Medium,No,No
EXT00583,SHIP00583,Sunny,Medium,No,No
EXT00584,SHIP00584,Rainy,High,No,Yes
EXT00585,SHIP00585,Sunny,Medium,Yes,No
EXT00586,SHIP00586,Sunny,Medium,No,No
EXT00587,SHIP00587,Sunny,Low,No,No
EXT00588,SHIP00588,Sunny,Low,No,No
EXT00589,SHIP00589,Rainy,Medium,No,Yes
EXT00590,SHIP00590,Cloudy,High,No,No
EXT00591,SHIP00591,Cloudy,Low,No,No
EXT00592,SHIP00592,Fog,Low,No,No
EXT00593,SHIP00593,Sunny,High,No,No
EXT00594,SHIP00594,Sunny,Low,Yes,Yes
EXT00595,SHIP00595,Cloudy,Medium,No,No
EXT00596,SHIP00596,Sunny,Medium,No,Yes
EXT00597,SHIP00597,Cloudy,Low,No,No
EXT00598,SHIP00598,Fog,Low,No,No
EXT00599,SHIP00599,Fog,Medium,No,No
EXT00600,SHIP00600,Fog,High,No,No
EXT00601,SHIP00601,Sunny,Low,No,No
EXT00602,SHIP00602,Rainy,High,No,No
EXT00603,SHIP00603,Rainy,Medium,No,No
EXT00604,SHIP00604,Sunny,Low,No,No
EXT00605,SHIP00605,Fog,Low,No,Yes
EXT00606,SHIP00606,Sunny,Low,No,No
EXT00607,SHIP00607,Fog,Medium,No,No
EXT00608,SHIP00608,Rainy,High,Yes,No
EXT00609,SHIP00609,Fog,Medium,No,No
EXT00610,SHIP00610,Fog,Medium,No,No
EXT00611,SHIP00611,Sunny,High,No,Yes
EXT00612,SHIP00612,Cloudy,High,No,No
EXT00613,SHIP00613,Cloudy,Low,No,No
EXT00614,SHIP00614,Rainy,Medium,No,No
EXT00615,SHIP00615,Storm,Low,No,No
EXT00616,SHIP00616,Sunny,High,No,No
EXT00617,SHIP00617,Fog,Medium,No,No
EXT00618,SHIP00618,Rainy,Medium,Yes,No
EXT00619,SHIP00619,Sunny,High,No,No
EXT00620,SHIP00620,Sunny,Medium,No,No
EXT00621,SHIP00621,Cloudy,High,No,Yes
EXT00622,SHIP00622,Sunny,Low,No,No
EXT00623,SHIP00623,Rainy,High,No,No
EXT00624,SHIP00624,Cloudy,High,No,No
EXT00625,SHIP00625,Fog,Medium,No,No
EXT00626,SHIP00626,Storm,Low,No,No
EXT00627,SHIP00627,Sunny,Low,No,No
EXT00628,SHIP00628,Storm,Medium,No,No
EXT00629,SHIP00629,Storm,High,No,No
EXT00630,SHIP00630,Rainy,Medium,No,Yes
EXT00631,SHIP00631,Sunny,High,No,Yes
EXT00632,SHIP00632,Cloudy,Low,No,No
EXT00633,SHIP00633,Cloudy,High,No,No
EXT00634,SHIP00634,Fog,Medium,No,No
EXT00635,SHIP00635,Sunny,Low,No,No
EXT00636,SHIP00636,Fog,High,No,No
EXT00637,SHIP00637,Cloudy,Medium,No,No
EXT00638,SHIP00638,Sunny,High,No,No
EXT00639,SHIP00639,Cloudy,Medium,No,No
EXT00640,SHIP00640,Rainy,High,No,Yes
EXT00641,SHIP00641,Cloudy,Medium,No,No
EXT00642,SHIP00642,Cloudy,Medium,No,No
EXT00643,SHIP00643,Fog,Medium,No,No
EXT00644,SHIP00644,Sunny,Low,No,No
EXT00645,SHIP00645,Cloudy,Low,No,No
EXT00646,SHIP00646,Cloudy,Medium,No,No
EXT00647,SHIP00647,Sunny,Medium,No,No
EXT00648,SHIP00648,Sunny,Low,No,No
EXT00649,SHIP00649,Storm,Medium,No,No
EXT00650,SHIP00650,Sunny,Medium,No,No
EXT00651,SHIP00651,Sunny,Low,No,No
EXT00652,SHIP00652,Storm,High,No,Yes
EXT00653,SHIP00653,Fog,Low,No,No
EXT00654,SHIP00654,Cloudy,High,No,Yes
EXT00655,SHIP00655,Sunny,High,No,No
EXT00656,SHIP00656,Fog,Medium,No,No
EXT00657,SHIP00657,Cloudy,High,No,No
EXT00658,SHIP00658,Fog,Low,No,No
EXT00659,SHIP00659,Rainy,Medium,No,No
EXT00660,SHIP00660,Rainy,High,No,No
EXT00661,SHIP00661,Fog,High,No,No
EXT00662,SHIP00662,Rainy,High,No,No
EXT00663,SHIP00663,Storm,Medium,No,No
EXT00664,SHIP00664,Fog,Medium,Yes,No
EXT00665,SHIP00665,Rainy,High,No,No
EXT00666,SHIP00666,Rainy,Medium,No,No
EXT00667,SHIP00667,Fog,Medium,No,No
EXT00668,SHIP00668,Cloudy,Medium,Yes,Yes
EXT00669,SHIP00669,Storm,Medium,No,No
EXT00670,SHIP00670,Sunny,Low,No,Yes
EXT00671,SHIP00671,Sunny,Low,No,No
EXT00672,SHIP00672,Rainy,High,No,No
EXT00673,SHIP00673,Rainy,Medium,No,No
EXT00674,SHIP00674,Cloudy,High,No,No
EXT00675,SHIP00675,Sunny,Medium,No,No
EXT00676,SHIP00676,Fog,Low,Yes,No
EXT00677,SHIP00677,Rainy,Low,No,No
EXT00678,SHIP00678,Cloudy,High,No,No
EXT00679,SHIP00679,Fog,High,No,No
EXT00680,SHIP00680,Sunny,High,No,No
EXT00681,SHIP00681,Storm,Medium,No,No
EXT00682,SHIP00682,Sunny,Low,No,No
EXT00683,SHIP00683,Cloudy,Medium,No,No
EXT00684,SHIP00684,Rainy,Low,No,No
EXT00685,SHIP00685,Sunny,Low,No,No
EXT00686,SHIP00686,Sunny,Medium,No,No
EXT00687,SHIP00687,Cloudy,Medium,No,No
EXT00688,SHIP00688,Cloudy,Medium,No,No
EXT00689,SHIP00689,Sunny,Medium,No,No
EXT00690,SHIP00690,Fog,Low,No,No
EXT00691,SHIP00691,Cloudy,Low,No,No
EXT00692,SHIP00692,Cloudy,High,No,No
EXT00693,SHIP00693,Cloudy,Medium,No,No
EXT00694,SHIP00694,Sunny,Low,No,No
EXT00695,SHIP00695,Storm,Medium,No,No
EXT00696,SHIP00696,Rainy,High,No,No
EXT00697,SHIP00697,Storm,Medium,No,No
EXT00698,SHIP00698,Rainy,Low,No,No
EXT00699,SHIP00699,Storm,High,No,No
EXT00700,SHIP00700,Sunny,Medium,No,No
EXT00701,SHIP00701,Sunny,Low,No,No
EXT00702,SHIP00702,Rainy,Low,No,No
EXT00703,SHIP00703,Storm,High,No,No
EXT00704,SHIP00704,Rainy,High,No,No
EXT00705,SHIP00705,Fog,High,No,No
EXT00706,SHIP00706,Sunny,Low,No,No
EXT00707,SHIP00707,Sunny,Medium,No,No
EXT00708,SHIP00708,Sunny,Low,No,No
EXT00709,SHIP00709,Sunny,Medium,No,No
EXT00710,SHIP00710,Sunny,Low,No,Yes
EXT00711,SHIP00711,Fog,Low,No,No
EXT00712,SHIP00712,Rainy,Low,No,No
EXT00713,SHIP00713,Storm,High,No,No
EXT00714,SHIP00714,Sunny,Medium,No,No
EXT00715,SHIP00715,Cloudy,Medium,Yes,No
EXT00716,SHIP00716,Sunny,Medium,No,No
EXT00717,SHIP00717,Fog,Medium,No,No
EXT00718,SHIP00718,Sunny,Medium,Yes,No
EXT00719,SHIP00719,Rainy,Medium,No,No
EXT00720,SHIP00720,Sunny,High,No,No
EXT00721,SHIP00721,Sunny,High,No,No
EXT00722,SHIP00722,Cloudy,Medium,No,No
EXT00723,SHIP00723,Storm,Medium,No,Yes
EXT00724,SHIP00724,Storm,Medium,No,No
EXT00725,SHIP00725,Cloudy,Low,No,No
EXT00726,SHIP00726,Sunny,Low,No,No
EXT00727,SHIP00727,Sunny,Medium,No,No
EXT00728,SHIP00728,Sunny,Low,Yes,No
EXT00729,SHIP00729,Cloudy,High,No,No
EXT00730,SHIP00730,Fog,High,No,No
EXT00731,SHIP00731,Cloudy,Low,No,No
EXT00732,SHIP00732,Fog,High,No,No
EXT00733,SHIP00733,Cloudy,Low,No,No
EXT00734,SHIP00734,Sunny,Low,No,No
EXT00735,SHIP00735,Sunny,Medium,No,No
EXT00736,SHIP00736,Storm,Medium,No,No
EXT00737,SHIP00737,Rainy,Low,No,No
EXT00738,SHIP00738,Rainy,Medium,Yes,No
EXT00739,SHIP00739,Sunny,Low,No,Yes
EXT00740,SHIP00740,Cloudy,Low,No,No
EXT00741,SHIP00741,Sunny,Medium,No,No
EXT00742,SHIP00742,Sunny,Medium,No,No
EXT00743,SHIP00743,Sunny,High,No,No
EXT00744,SHIP00744,Fog,Low,No,No
EXT00745,SHIP00745,Fog,Low,No,No
EXT00746,SHIP00746,Cloudy,Low,No,No
EXT00747,SHIP00747,Fog,Low,No,No
EXT00748,SHIP00748,Cloudy,Low,No,No
EXT00749,SHIP00749,Rainy,Low,No,No
EXT00750,SHIP00750,Cloudy,Medium,No,No
EXT00751,SHIP00751,Fog,High,No,No
EXT00752,SHIP00752,Cloudy,Medium,No,No
EXT00753,SHIP00753,Rainy,Medium,No,No
EXT00754,SHIP00754,Rainy,High,No,No
EXT00755,SHIP00755,Cloudy,Medium,Yes,No
EXT00756,SHIP00756,Fog,Medium,No,No
EXT00757,SHIP00757,Sunny,Low,No,No
EXT00758,SHIP00758,Sunny,Medium,No,No
EXT00759,SHIP00759,Sunny,High,No,No
EXT00760,SHIP00760,Cloudy,Medium,No,No
EXT00761,SHIP00761,Sunny,Medium,No,No
EXT00762,SHIP00762,Sunny,Low,No,No
EXT00763,SHIP00763,Sunny,Medium,No,No
EXT00764,SHIP00764,Rainy,High,No,No
EXT00765,SHIP00765,Sunny,Low,No,No
EXT00766,SHIP00766,Storm,High,No,No
EXT00767,SHIP00767,Cloudy,Low,No,No
EXT00768,SHIP00768,Sunny,Low,Yes,No
EXT00769,SHIP00769,Rainy,Medium,No,No
EXT00770,SHIP00770,Rainy,Low,No,No
EXT00771,SHIP00771,Sunny,Low,No,No
EXT00772,SHIP00772,Sunny,Medium,No,No
EXT00773,SHIP00773,Rainy,Low,No,No
EXT00774,SHIP00774,Sunny,Medium,No,No
EXT00775,SHIP00775,Sunny,Low,No,No
EXT00776,SHIP00776,Storm,Low,No,Yes
EXT00777,SHIP00777,Cloudy,High,No,No
EXT00778,SHIP00778,Rainy,Medium,No,No
EXT00779,SHIP00779,Sunny,Medium,No,Yes
EXT00780,SHIP00780,Storm,High,No,No
EXT00781,SHIP00781,Storm,Medium,No,No
EXT00782,SHIP00782,Rainy,Medium,No,No
EXT00783,SHIP00783,Cloudy,High,No,No
EXT00784,SHIP00784,Sunny,Medium,No,No
EXT00785,SHIP00785,Storm,High,No,Yes
EXT00786,SHIP00786,Sunny,High,No,No
EXT00787,SHIP00787,Storm,High,No,No
EXT00788,SHIP00788,Rainy,High,No,No
EXT00789,SHIP00789,Rainy,Low,No,No
EXT00790,SHIP00790,Sunny,High,No,No
EXT00791,SHIP00791,Cloudy,Low,No,No
EXT00792,SHIP00792,Cloudy,Medium,No,No
EXT00793,SHIP00793,Sunny,Medium,No,No
EXT00794,SHIP00794,Sunny,High,No,No
EXT00795,SHIP00795,Cloudy,Medium,No,No
EXT00796,SHIP00796,Sunny,Medium,No,No
EXT00797,SHIP00797,Cloudy,Low,No,No
EXT00798,SHIP00798,Rainy,Low,No,No
EXT00799,SHIP00799,Fog,High,No,No
EXT00800,SHIP00800,Sunny,Low,No,No
EXT00801,SHIP00801,Cloudy,Low,No,No
EXT00802,SHIP00802,Sunny,Medium,No,No
EXT00803,SHIP00803,Sunny,Low,No,Yes
EXT00804,SHIP00804,Rainy,Low,No,No
EXT00805,SHIP00805,Storm,Medium,No,Yes
EXT00806,SHIP00806,Sunny,High,No,No
EXT00807,SHIP00807,Sunny,Low,No,No
EXT00808,SHIP00808,Sunny,High,No,No
EXT00809,SHIP00809,Cloudy,Medium,No,Yes
EXT00810,SHIP00810,Fog,Low,No,No
EXT00811,SHIP00811,Cloudy,Medium,No,Yes
EXT00812,SHIP00812,Cloudy,High,No,No
EXT00813,SHIP00813,Sunny,Medium,No,No
EXT00814,SHIP00814,Sunny,Medium,No,No
EXT00815,SHIP00815,Storm,Medium,No,No
EXT00816,SHIP00816,Cloudy,High,No,No
EXT00817,SHIP00817,Sunny,Medium,No,No
EXT00818,SHIP00818,Rainy,Low,No,No
EXT00819,SHIP00819,Cloudy,Low,No,No
EXT00820,SHIP00820,Sunny,High,No,No
EXT00821,SHIP00821,Sunny,Low,No,No
EXT00822,SHIP00822,Sunny,High,No,No
EXT00823,SHIP00823,Rainy,Medium,No,No
EXT00824,SHIP00824,Storm,Low,No,No
EXT00825,SHIP00825,Sunny,Medium,No,No
EXT00826,SHIP00826,Sunny,Medium,No,No
EXT00827,SHIP00827,Sunny,Low,No,No
EXT00828,SHIP00828,Sunny,Medium,No,No
EXT00829,SHIP00829,Sunny,Low,Yes,No
EXT00830,SHIP00830,Sunny,Low,No,No
EXT00831,SHIP00831,Sunny,High,No,No
EXT00832,SHIP00832,Fog,High,No,No
EXT00833,SHIP00833,Storm,Low,No,No
EXT00834,SHIP00834,Storm,High,No,No
EXT00835,SHIP00835,Rainy,Medium,No,Yes
EXT00836,SHIP00836,Sunny,Low,No,Yes
EXT00837,SHIP00837,Rainy,High,Yes,Yes
EXT00838,SHIP00838,Rainy,Low,No,No
EXT00839,SHIP00839,Rainy,High,No,No
EXT00840,SHIP00840,Sunny,Low,No,Yes
EXT00841,SHIP00841,Sunny,High,No,No
EXT00842,SHIP00842,Rainy,High,No,No
EXT00843,SHIP00843,Storm,Low,No,No
EXT00844,SHIP00844,Rainy,Medium,No,No
EXT00845,SHIP00845,Rainy,High,No,No
EXT00846,SHIP00846,Rainy,High,No,No
EXT00847,SHIP00847,Rainy,Medium,Yes,No
EXT00848,SHIP00848,Rainy,High,No,No
EXT00849,SHIP00849,Rainy,Medium,No,No
EXT00850,SHIP00850,Cloudy,High,No,No
EXT00851,SHIP00851,Fog,Medium,No,No
EXT00852,SHIP00852,Rainy,Medium,No,No
EXT00853,SHIP00853,Sunny,Medium,No,No
EXT00854,SHIP00854,Rainy,Medium,No,No
EXT00855,SHIP00855,Rainy,High,No,No
EXT00856,SHIP00856,Cloudy,Low,No,No
EXT00857,SHIP00857,Storm,Medium,No,No
EXT00858,SHIP00858,Sunny,Medium,No,No
EXT00859,SHIP00859,Fog,Medium,No,No
EXT00860,SHIP00860,Sunny,Medium,No,No
EXT00861,SHIP00861,Cloudy,Low,No,No
EXT00862,SHIP00862,Sunny,Low,No,No
EXT00863,SHIP00863,Sunny,High,No,No
EXT00864,SHIP00864,Cloudy,Low,No,Yes
EXT00865,SHIP00865,Sunny,Low,No,No
EXT00866,SHIP00866,Fog,Medium,No,No
EXT00867,SHIP00867,Cloudy,Low,No,Yes
EXT00868,SHIP00868,Rainy,Medium,No,No
EXT00869,SHIP00869,Sunny,Low,No,No
EXT00870,SHIP00870,Fog,High,No,No
EXT00871,SHIP00871,Sunny,Low,No,Yes
EXT00872,SHIP00872,Cloudy,Medium,No,No
EXT00873,SHIP00873,Storm,High,No,No
EXT00874,SHIP00874,Cloudy,Low,No,No
EXT00875,SHIP00875,Sunny,Low,No,Yes
EXT00876,SHIP00876,Rainy,Medium,No,No
EXT00877,SHIP00877,Cloudy,Medium,No,No
EXT00878,SHIP00878,Sunny,High,No,No
EXT00879,SHIP00879,Sunny,Low,No,No
EXT00880,SHIP00880,Sunny,Medium,No,Yes
EXT00881,SHIP00881,Cloudy,Low,Yes,No
EXT00882,SHIP00882,Sunny,High,No,No
EXT00883,SHIP00883,Sunny,Medium,No,Yes
EXT00884,SHIP00884,Rainy,High,No,No
EXT00885,SHIP00885,Sunny,Medium,No,No
EXT00886,SHIP00886,Sunny,Medium,No,No
EXT00887,SHIP00887,Cloudy,Medium,No,No
EXT00888,SHIP00888,Cloudy,Low,No,No
EXT00889,SHIP00889,Sunny,High,No,No
EXT00890,SHIP00890,Sunny,Medium,No,Yes
EXT00891,SHIP00891,Cloudy,Low,No,No
EXT00892,SHIP00892,Cloudy,Medium,Yes,No
EXT00893,SHIP00893,Fog,Low,No,No
EXT00894,SHIP00894,Cloudy,Low,No,No
EXT00895,SHIP00895,Fog,High,No,No
EXT00896,SHIP00896,Sunny,Medium,No,Yes
EXT00897,SHIP00897,Sunny,Medium,No,No
EXT00898,SHIP00898,Cloudy,High,No,No
EXT00899,SHIP00899,Sunny,Low,No,No
EXT00900,SHIP00900,Fog,Medium,No,No
EXT00901,SHIP00901,Rainy,Medium,No,No
EXT00902,SHIP00902,Sunny,Medium,No,No
EXT00903,SHIP00903,Sunny,Medium,No,No
EXT00904,SHIP00904,Cloudy,Medium,No,No
EXT00905,SHIP00905,Rainy,Low,No,Yes
EXT00906,SHIP00906,Sunny,Low,No,No
EXT00907,SHIP00907,Sunny,Medium,Yes,No
EXT00908,SHIP00908,Rainy,Low,No,No
EXT00909,SHIP00909,Fog,Medium,No,No
EXT00910,SHIP00910,Cloudy,Medium,No,Yes
EXT00911,SHIP00911,Cloudy,Medium,No,No
EXT00912,SHIP00912,Cloudy,Low,No,No
EXT00913,SHIP00913,Sunny,Low,No,No
EXT00914,SHIP00914,Rainy,Medium,No,No
EXT00915,SHIP00915,Fog,High,Yes,No
EXT00916,SHIP00916,Sunny,High,No,No
EXT00917,SHIP00917,Sunny,Low,No,No
EXT00918,SHIP00918,Cloudy,High,Yes,No
EXT00919,SHIP00919,Cloudy,Medium,No,No
EXT00920,SHIP00920,Cloudy,Medium,No,No
EXT00921,SHIP00921,Sunny,Low,No,No
EXT00922,SHIP00922,Storm,High,No,No
EXT00923,SHIP00923,Cloudy,Medium,No,No
EXT00924,SHIP00924,Sunny,Low,No,No
EXT00925,SHIP00925,Cloudy,Medium,No,No
EXT00926,SHIP00926,Cloudy,Medium,No,No
EXT00927,SHIP00927,Fog,High,Yes,No
EXT00928,SHIP00928,Rainy,Medium,No,No
EXT00929,SHIP00929,Storm,Medium,No,No
EXT00930,SHIP00930,Sunny,Medium,No,No
EXT00931,SHIP00931,Storm,Low,No,No
EXT00932,SHIP00932,Cloudy,Low,No,No
EXT00933,SHIP00933,Sunny,High,No,No
EXT00934,SHIP00934,Fog,Low,No,Yes
EXT00935,SHIP00935,Storm,Medium,Yes,No
EXT00936,SHIP00936,Storm,Medium,No,No
EXT00937,SHIP00937,Cloudy,Low,No,No
EXT00938,SHIP00938,Cloudy,High,No,No
EXT00939,SHIP00939,Cloudy,Medium,No,No
EXT00940,SHIP00940,Cloudy,Medium,No,No
EXT00941,SHIP00941,Rainy,Medium,No,Yes
EXT00942,SHIP00942,Cloudy,Medium,No,No
EXT00943,SHIP00943,Sunny,High,No,No
EXT00944,SHIP00944,Cloudy,High,No,No
EXT00945,SHIP00945,Cloudy,Medium,Yes,No
EXT00946,SHIP00946,Cloudy,Medium,No,No
EXT00947,SHIP00947,Sunny,Medium,No,No
EXT00948,SHIP00948,Sunny,High,No,No
EXT00949,SHIP00949,Storm,Low,No,No
EXT00950,SHIP00950,Cloudy,High,No,No
EXT00951,SHIP00951,Rainy,Low,No,No
EXT00952,SHIP00952,Sunny,High,No,No
EXT00953,SHIP00953,Sunny,High,No,No
EXT00954,SHIP00954,Fog,Medium,No,No
EXT00955,SHIP00955,Fog,Low,No,No
EXT00956,SHIP00956,Rainy,Low,No,No
EXT00957,SHIP00957,Cloudy,Low,No,No
EXT00958,SHIP00958,Sunny,Low,No,No
EXT00959,SHIP00959,Storm,Low,No,No
EXT00960,SHIP00960,Cloudy,Medium,No,No
EXT00961,SHIP00961,Sunny,Low,No,No
EXT00962,SHIP00962,Cloudy,Low,No,No
EXT00963,SHIP00963,Sunny,Low,No,No
EXT00964,SHIP00964,Cloudy,Medium,No,No
EXT00965,SHIP00965,Sunny,Low,No,No
EXT00966,SHIP00966,Sunny,High,No,No
EXT00967,SHIP00967,Rainy,Medium,No,No
EXT00968,SHIP00968,Fog,Medium,No,No
EXT00969,SHIP00969,Sunny,High,No,No
EXT00970,SHIP00970,Sunny,Medium,No,No
EXT00971,SHIP00971,Cloudy,High,No,No
EXT00972,SHIP00972,Rainy,Low,No,No
EXT00973,SHIP00973,Fog,Medium,No,No
EXT00974,SHIP00974,Rainy,Medium,No,No
EXT00975,SHIP00975,Cloudy,Medium,No,No
EXT00976,SHIP00976,Cloudy,Low,No,No
EXT00977,SHIP00977,Rainy,High,No,No
EXT00978,SHIP00978,Sunny,Low,No,No
EXT00979,SHIP00979,Storm,Medium,No,No
EXT00980,SHIP00980,Rainy,Medium,No,No
EXT00981,SHIP00981,Fog,High,No,No
EXT00982,SHIP00982,Cloudy,Low,No,No
EXT00983,SHIP00983,Rainy,Medium,No,No
EXT00984,SHIP00984,Cloudy,Medium,No,No
EXT00985,SHIP00985,Sunny,High,No,No
EXT00986,SHIP00986,Storm,Low,No,No
EXT00987,SHIP00987,Storm,Low,No,No
EXT00988,SHIP00988,Storm,High,No,No
EXT00989,SHIP00989,Sunny,High,No,Yes
EXT00990,SHIP00990,Cloudy,Low,No,No
EXT00991,SHIP00991,Sunny,Medium,No,No
EXT00992,SHIP00992,Cloudy,Medium,No,No
EXT00993,SHIP00993,Storm,Medium,No,No
EXT00994,SHIP00994,Sunny,Medium,No,No
EXT00995,SHIP00995,Rainy,High,No,No
EXT00996,SHIP00996,Sunny,Low,No,No
EXT00997,SHIP00997,Cloudy,Medium,No,No
EXT00998,SHIP00998,Sunny,Low,Yes,No
EXT00999,SHIP00999,Sunny,Low,No,No
EXT01000,SHIP01000,Storm,Medium,No,No
EXT01001,SHIP01001,Rainy,Medium,No,No
EXT01002,SHIP01002,Cloudy,Low,No,No
EXT01003,SHIP01003,Fog,High,No,No
EXT01004,SHIP01004,Rainy,Medium,No,No
EXT01005,SHIP01005,Rainy,Medium,No,No
EXT01006,SHIP01006,Sunny,Medium,No,No
EXT01007,SHIP01007,Rainy,Low,No,No
EXT01008,SHIP01008,Storm,Low,No,No
EXT01009,SHIP01009,Storm,High,No,No
EXT01010,SHIP01010,Fog,Medium,No,No
EXT01011,SHIP01011,Sunny,Medium,No,No
EXT01012,SHIP01012,Storm,Medium,No,Yes
EXT01013,SHIP01013,Sunny,High,No,No
EXT01014,SHIP01014,Cloudy,Low,No,No
EXT01015,SHIP01015,Sunny,Medium,No,No
EXT01016,SHIP01016,Cloudy,Medium,No,No
EXT01017,SHIP01017,Sunny,Medium,No,No
EXT01018,SHIP01018,Cloudy,Medium,No,No
EXT01019,SHIP01019,Sunny,Low,No,No
EXT01020,SHIP01020,Sunny,High,No,No
EXT01021,SHIP01021,Sunny,Low,No,No
EXT01022,SHIP01022,Storm,Low,No,No
EXT01023,SHIP01023,Sunny,Low,No,No
EXT01024,SHIP01024,Sunny,Medium,No,Yes
EXT01025,SHIP01025,Rainy,Medium,No,No
EXT01026,SHIP01026,Sunny,High,No,No
EXT01027,SHIP01027,Sunny,High,Yes,No
EXT01028,SHIP01028,Storm,Low,No,No
EXT01029,SHIP01029,Rainy,Medium,No,No
EXT01030,SHIP01030,Storm,High,No,No
EXT01031,SHIP01031,Cloudy,Medium,No,No
EXT01032,SHIP01032,Sunny,Medium,No,No
EXT01033,SHIP01033,Sunny,Medium,No,No
EXT01034,SHIP01034,Sunny,Medium,No,No
EXT01035,SHIP01035,Fog,Medium,No,No
EXT01036,SHIP01036,Fog,Low,No,No
EXT01037,SHIP01037,Storm,Medium,No,No
EXT01038,SHIP01038,Sunny,Medium,No,No
EXT01039,SHIP01039,Sunny,Low,No,No
EXT01040,SHIP01040,Rainy,Medium,No,No
EXT01041,SHIP01041,Storm,Medium,No,No
EXT01042,SHIP01042,Sunny,High,Yes,No
EXT01043,SHIP01043,Sunny,Medium,No,No
EXT01044,SHIP01044,Rainy,Low,Yes,No
EXT01045,SHIP01045,Rainy,Medium,No,No
EXT01046,SHIP01046,Sunny,Medium,No,No
EXT01047,SHIP01047,Sunny,Medium,No,No
EXT01048,SHIP01048,Cloudy,Low,No,Yes
EXT01049,SHIP01049,Sunny,Medium,No,No
EXT01050,SHIP01050,Sunny,Low,No,No
EXT01051,SHIP01051,Sunny,High,No,No
EXT01052,SHIP01052,Rainy,Medium,No,Yes
EXT01053,SHIP01053,Sunny,High,No,No
EXT01054,SHIP01054,Storm,Medium,No,No
EXT01055,SHIP01055,Rainy,Medium,No,No
EXT01056,SHIP01056,Rainy,High,No,No
EXT01057,SHIP01057,Sunny,High,No,No
EXT01058,SHIP01058,Rainy,Medium,No,No
EXT01059,SHIP01059,Fog,Low,No,No
EXT01060,SHIP01060,Sunny,Medium,No,No
EXT01061,SHIP01061,Sunny,High,No,No
EXT01062,SHIP01062,Fog,Medium,No,No
EXT01063,SHIP01063,Sunny,Low,No,Yes
EXT01064,SHIP01064,Sunny,High,No,No
EXT01065,SHIP01065,Sunny,Low,No,No
EXT01066,SHIP01066,Rainy,Medium,No,No
EXT01067,SHIP01067,Cloudy,Low,No,No
EXT01068,SHIP01068,Fog,Medium,No,No
EXT01069,SHIP01069,Rainy,Low,Yes,No
EXT01070,SHIP01070,Rainy,Medium,No,No
EXT01071,SHIP01071,Sunny,Low,No,No
EXT01072,SHIP01072,Cloudy,Medium,No,No
EXT01073,SHIP01073,Sunny,High,No,No
EXT01074,SHIP01074,Rainy,High,No,No
EXT01075,SHIP01075,Sunny,High,No,No
EXT01076,SHIP01076,Sunny,Medium,No,No
EXT01077,SHIP01077,Sunny,Low,No,No
EXT01078,SHIP01078,Rainy,Low,No,No
EXT01079,SHIP01079,Storm,Low,No,No
EXT01080,SHIP01080,Rainy,High,No,No
EXT01081,SHIP01081,Cloudy,Low,No,No
EXT01082,SHIP01082,Sunny,Medium,No,No
EXT01083,SHIP01083,Sunny,Low,No,No
EXT01084,SHIP01084,Sunny,Low,No,No
EXT01085,SHIP01085,Sunny,High,No,No
EXT01086,SHIP01086,Sunny,High,Yes,No
EXT01087,SHIP01087,Fog,High,No,No
EXT01088,SHIP01088,Rainy,Medium,No,No
EXT01089,SHIP01089,Sunny,Medium,No,No
EXT01090,SHIP01090,Sunny,High,No,No
EXT01091,SHIP01091,Sunny,Low,No,No
EXT01092,SHIP01092,Sunny,High,No,No
EXT01093,SHIP01093,Sunny,Low,No,No
